ensemble,case,b,n,s,time_h,eke_25_90N_area_mass_weighted_m2_s-2
standard,BCwave_b2n1s5,2.0,1,5,205.0,6.109107081747524
standard,BCwave_b2n1s5,2.0,1,5,206.0,6.428386476573576
standard,BCwave_b2n1s5,2.0,1,5,207.0,6.760798772204774
standard,BCwave_b2n1s5,2.0,1,5,208.0,7.1066620857280585
standard,BCwave_b2n1s5,2.0,1,5,209.0,7.465643739559851
standard,BCwave_b2n1s5,2.0,1,5,210.0,7.837649678484088
standard,BCwave_b2n1s5,2.0,1,5,211.0,8.223063349709223
standard,BCwave_b2n1s5,2.0,1,5,212.0,8.620766993622356
standard,BCwave_b2n1s5,2.0,1,5,213.0,9.031697818152807
standard,BCwave_b2n1s5,2.0,1,5,214.0,9.45587505666276
standard,BCwave_b2n1s5,2.0,1,5,215.0,9.891382686587749
standard,BCwave_b2n1s5,2.0,1,5,216.0,10.341036442306915
standard,BCwave_b2n1s5,2.0,1,5,217.0,10.80034295264118
standard,BCwave_b2n1s5,2.0,1,5,218.0,11.271986504480909
standard,BCwave_b2n1s5,2.0,1,5,219.0,11.753940364354724
standard,BCwave_b2n1s5,2.0,1,5,220.0,12.245039209802028
standard,BCwave_b2n1s5,2.0,1,5,221.0,12.747944399230908
standard,BCwave_b2n1s5,2.0,1,5,222.0,13.256842811954227
standard,BCwave_b2n1s5,2.0,1,5,223.0,13.775691675914748
standard,BCwave_b2n1s5,2.0,1,5,224.0,14.299416376570337
standard,BCwave_b2n1s5,2.0,1,5,225.0,14.827757654938903
standard,BCwave_b2n1s5,2.0,1,5,226.0,15.362351571712408
standard,BCwave_b2n1s5,2.0,1,5,227.0,15.89721651197811
standard,BCwave_b2n1s5,2.0,1,5,228.0,16.43636221429032
standard,BCwave_b2n1s5,2.0,1,5,229.0,16.97501396184038
standard,BCwave_b2n1s5,2.0,1,5,230.0,17.511988105484512
standard,BCwave_b2n1s5,2.0,1,5,231.0,18.05150600097039
standard,BCwave_b2n1s5,2.0,1,5,232.0,18.582425912400662
standard,BCwave_b2n1s5,2.0,1,5,233.0,19.10923358720467
standard,BCwave_b2n1s5,2.0,1,5,234.0,19.629036007073957
standard,BCwave_b2n1s5,2.0,1,5,235.0,20.138425257358964
standard,BCwave_b2n1s5,2.0,1,5,236.0,20.648537324801264
standard,BCwave_b2n1s5,2.0,1,5,237.0,21.141454816745657
standard,BCwave_b2n1s5,2.0,1,5,238.0,21.620550055527445
standard,BCwave_b2n1s5,2.0,1,5,239.0,22.09389529658191
standard,BCwave_b2n1s5,2.0,1,5,240.0,22.55965005773118
standard,BCwave_b2n1s5,2.0,1,5,241.0,23.013010255901985
standard,BCwave_b2n1s5,2.0,1,5,242.0,23.44488441772541
standard,BCwave_b2n1s5,2.0,1,5,243.0,23.86666922965277
standard,BCwave_b2n1s5,2.0,1,5,244.0,24.275191042648604
standard,BCwave_b2n1s5,2.0,1,5,245.0,24.67627916451005
standard,BCwave_b2n1s5,2.0,1,5,246.0,25.06616767922529
standard,BCwave_b2n1s5,2.0,1,5,247.0,25.43197738452867
standard,BCwave_b2n1s5,2.0,1,5,248.0,25.784636213602923
standard,BCwave_b2n1s5,2.0,1,5,249.0,26.127512100384276
standard,BCwave_b2n1s5,2.0,1,5,250.0,26.462863365040064
standard,BCwave_b2n1s5,2.0,1,5,251.0,26.7884780331798
standard,BCwave_b2n1s5,2.0,1,5,252.0,27.107985365730517
standard,BCwave_b2n1s5,2.0,1,5,253.0,27.42292880969307
standard,BCwave_b2n1s5,2.0,1,5,254.0,27.731574034296248
standard,BCwave_b2n1s5,2.0,1,5,255.0,28.037280686645065
standard,BCwave_b2n1s5,2.0,1,5,256.0,28.337027267600742
standard,BCwave_b2n1s5,2.0,1,5,257.0,28.62903706295977
standard,BCwave_b2n1s5,2.0,1,5,258.0,28.91677401126018
standard,BCwave_b2n1s5,2.0,1,5,259.0,29.21664697087481
standard,BCwave_b2n1s5,2.0,1,5,260.0,29.53663668100577
standard,BCwave_b2n1s5,2.0,1,5,261.0,29.863856712720395
standard,BCwave_b2n1s5,2.0,1,5,262.0,30.192229089472757
standard,BCwave_b2n1s5,2.0,1,5,263.0,30.52137287443032
standard,BCwave_b2n1s5,2.0,1,5,264.0,30.86466263540032
standard,BCwave_b2n1s5,2.0,1,5,265.0,31.234835614777342
standard,BCwave_b2n1s5,2.0,1,5,266.0,31.635093620860047
standard,BCwave_b2n1s5,2.0,1,5,267.0,32.061269228631744
standard,BCwave_b2n1s5,2.0,1,5,268.0,32.503306056716525
standard,BCwave_b2n1s5,2.0,1,5,269.0,32.95972102146337
standard,BCwave_b2n1s5,2.0,1,5,270.0,33.43634957324164
standard,BCwave_b2n1s5,2.0,1,5,271.0,33.94198429914219
standard,BCwave_b2n1s5,2.0,1,5,272.0,34.47120214599138
standard,BCwave_b2n1s5,2.0,1,5,273.0,35.02042514865271
standard,BCwave_b2n1s5,2.0,1,5,274.0,35.585577823493374
standard,BCwave_b2n1s5,2.0,1,5,275.0,36.156427222976205
standard,BCwave_b2n1s5,2.0,1,5,276.0,36.73299305730964
standard,BCwave_b2n1s5,2.0,1,5,277.0,37.312647359362536
standard,BCwave_b2n1s5,2.0,1,5,278.0,37.89490576035035
standard,BCwave_b2n1s5,2.0,1,5,279.0,38.47875353086924
standard,BCwave_b2n1s5,2.0,1,5,280.0,39.06825619981445
standard,BCwave_b2n1s5,2.0,1,5,281.0,39.665828140974384
standard,BCwave_b2n1s5,2.0,1,5,282.0,40.27239333435557
standard,BCwave_b2n1s5,2.0,1,5,283.0,40.87573408781025
standard,BCwave_b2n1s5,2.0,1,5,284.0,41.47430379707375
standard,BCwave_b2n1s5,2.0,1,5,285.0,42.06770610308279
standard,BCwave_b2n1s5,2.0,1,5,286.0,42.66042487687516
standard,BCwave_b2n1s5,2.0,1,5,287.0,43.24822154526313
standard,BCwave_b2n1s5,2.0,1,5,288.0,43.82751881390419
standard,BCwave_b2n1s5,2.0,1,5,289.0,44.39420161993141
standard,BCwave_b2n1s5,2.0,1,5,290.0,44.94201455717798
standard,BCwave_b2n1s5,2.0,1,5,291.0,45.47911190674039
standard,BCwave_b2n1s5,2.0,1,5,292.0,45.99733705031002
standard,BCwave_b2n1s5,2.0,1,5,293.0,46.50073212165813
standard,BCwave_b2n1s5,2.0,1,5,294.0,46.9855429731626
standard,BCwave_b2n1s5,2.0,1,5,295.0,47.44638081705055
standard,BCwave_b2n1s5,2.0,1,5,296.0,47.88131480064053
standard,BCwave_b2n1s5,2.0,1,5,297.0,48.29909809658675
standard,BCwave_b2n1s5,2.0,1,5,298.0,48.70585739744108
standard,BCwave_b2n1s5,2.0,1,5,299.0,49.10068396767805
standard,BCwave_b2n1s5,2.0,1,5,300.0,49.4638785878558
standard,BCwave_b2n1s5,2.0,1,5,301.0,49.80255527958591
standard,BCwave_b2n1s5,2.0,1,5,302.0,50.11652773642326
standard,BCwave_b2n1s5,2.0,1,5,303.0,50.40576188690163
standard,BCwave_b2n1s5,2.0,1,5,304.0,50.671181353142295
standard,BCwave_b2n1s5,2.0,1,5,305.0,50.925177140695375
standard,BCwave_b2n1s5,2.0,1,5,306.0,51.16383930614015
standard,BCwave_b2n1s5,2.0,1,5,307.0,51.37238538093907
standard,BCwave_b2n1s5,2.0,1,5,308.0,51.55754411492848
standard,BCwave_b2n1s5,2.0,1,5,309.0,51.73143546618658
standard,BCwave_b2n1s5,2.0,1,5,310.0,51.89272820636821
standard,BCwave_b2n1s5,2.0,1,5,311.0,52.03066869628157
standard,BCwave_b2n1s5,2.0,1,5,312.0,52.15479840788531
standard,BCwave_b2n1s5,2.0,1,5,313.0,52.25973360331527
standard,BCwave_b2n1s5,2.0,1,5,314.0,52.35128942438598
standard,BCwave_b2n1s5,2.0,1,5,315.0,52.42464625950346
standard,BCwave_b2n1s5,2.0,1,5,316.0,52.482177119325904
standard,BCwave_b2n1s5,2.0,1,5,317.0,52.52850321120391
standard,BCwave_b2n1s5,2.0,1,5,318.0,52.558913307137885
standard,BCwave_b2n1s5,2.0,1,5,319.0,52.59002330703415
standard,BCwave_b2n1s5,2.0,1,5,320.0,52.62303039486694
standard,BCwave_b2n1s5,2.0,1,5,321.0,52.64506774813984
standard,BCwave_b2n1s5,2.0,1,5,322.0,52.65791062354353
standard,BCwave_b2n1s5,2.0,1,5,323.0,52.67010953424504
standard,BCwave_b2n1s5,2.0,1,5,324.0,52.69067298311504
standard,BCwave_b2n1s5,2.0,1,5,325.0,52.71210741803217
standard,BCwave_b2n1s5,2.0,1,5,326.0,52.73590362350427
standard,BCwave_b2n1s5,2.0,1,5,327.0,52.76674635888892
standard,BCwave_b2n1s5,2.0,1,5,328.0,52.80162401349881
standard,BCwave_b2n1s5,2.0,1,5,329.0,52.83990288862693
standard,BCwave_b2n1s5,2.0,1,5,330.0,52.88443323761986
standard,BCwave_b2n1s5,2.0,1,5,331.0,52.943947582559616
standard,BCwave_b2n1s5,2.0,1,5,332.0,53.0205990678778
standard,BCwave_b2n1s5,2.0,1,5,333.0,53.11232995751413
standard,BCwave_b2n1s5,2.0,1,5,334.0,53.21706806997974
standard,BCwave_b2n1s5,2.0,1,5,335.0,53.34263734762608
standard,BCwave_b2n1s5,2.0,1,5,336.0,53.482052067309816
standard,BCwave_b2n1s5,2.0,1,5,337.0,53.64280539717521
standard,BCwave_b2n1s5,2.0,1,5,338.0,53.82012507830322
standard,BCwave_b2n1s5,2.0,1,5,339.0,54.00491456909872
standard,BCwave_b2n1s5,2.0,1,5,340.0,54.200530886815855
standard,BCwave_b2n1s5,2.0,1,5,341.0,54.41226843778123
standard,BCwave_b2n1s5,2.0,1,5,342.0,54.64128001893176
standard,BCwave_b2n1s5,2.0,1,5,343.0,54.873611417213
standard,BCwave_b2n1s5,2.0,1,5,344.0,55.109718779856586
standard,BCwave_b2n1s5,2.0,1,5,345.0,55.355079791252265
standard,BCwave_b2n1s5,2.0,1,5,346.0,55.60283764470686
standard,BCwave_b2n1s5,2.0,1,5,347.0,55.84894958055315
standard,BCwave_b2n1s5,2.0,1,5,348.0,56.08748702598234
standard,BCwave_b2n1s5,2.0,1,5,349.0,56.31724689398742
standard,BCwave_b2n1s5,2.0,1,5,350.0,56.53809596952763
standard,BCwave_b2n1s5,2.0,1,5,351.0,56.75667993159184
standard,BCwave_b2n1s5,2.0,1,5,352.0,56.9767337499293
standard,BCwave_b2n1s5,2.0,1,5,353.0,57.200149773654
standard,BCwave_b2n1s5,2.0,1,5,354.0,57.42998084783355
standard,BCwave_b2n1s5,2.0,1,5,355.0,57.67502855638334
standard,BCwave_b2n1s5,2.0,1,5,356.0,57.93447673549635
standard,BCwave_b2n1s5,2.0,1,5,357.0,58.20380126356872
standard,BCwave_b2n1s5,2.0,1,5,358.0,58.49862180467418
standard,BCwave_b2n1s5,2.0,1,5,359.0,58.81881520983001
standard,BCwave_b2n1s5,2.0,1,5,360.0,59.16638489945581
standard,BCwave_b2n1s10,2.0,1,10,1.0,0.0015336954718148
standard,BCwave_b2n1s10,2.0,1,10,2.0,0.0015168682655588
standard,BCwave_b2n1s10,2.0,1,10,3.0,0.0014111884382918
standard,BCwave_b2n1s10,2.0,1,10,4.0,0.0013056806600312
standard,BCwave_b2n1s10,2.0,1,10,5.0,0.0012372784569175
standard,BCwave_b2n1s10,2.0,1,10,6.0,0.0011917808845527
standard,BCwave_b2n1s10,2.0,1,10,7.0,0.0011493713384065
standard,BCwave_b2n1s10,2.0,1,10,8.0,0.0011020729445827
standard,BCwave_b2n1s10,2.0,1,10,9.0,0.0010670113221133
standard,BCwave_b2n1s10,2.0,1,10,10.0,0.0010483757524894
standard,BCwave_b2n1s10,2.0,1,10,11.0,0.001035130084718
standard,BCwave_b2n1s10,2.0,1,10,12.0,0.0010305931799098
standard,BCwave_b2n1s10,2.0,1,10,13.0,0.0010259157925575
standard,BCwave_b2n1s10,2.0,1,10,14.0,0.0010230831075943
standard,BCwave_b2n1s10,2.0,1,10,15.0,0.0010216194171673
standard,BCwave_b2n1s10,2.0,1,10,16.0,0.0010226480850947
standard,BCwave_b2n1s10,2.0,1,10,17.0,0.0010265494682621
standard,BCwave_b2n1s10,2.0,1,10,18.0,0.0010315631433598
standard,BCwave_b2n1s10,2.0,1,10,19.0,0.0010373013281042
standard,BCwave_b2n1s10,2.0,1,10,20.0,0.0010456749245246
standard,BCwave_b2n1s10,2.0,1,10,21.0,0.0010541370077378
standard,BCwave_b2n1s10,2.0,1,10,22.0,0.0010635629885594
standard,BCwave_b2n1s10,2.0,1,10,23.0,0.0010750890365546
standard,BCwave_b2n1s10,2.0,1,10,24.0,0.0010883924750821
standard,BCwave_b2n1s10,2.0,1,10,25.0,0.0011042646590197
standard,BCwave_b2n1s10,2.0,1,10,26.0,0.0011282123752298
standard,BCwave_b2n1s10,2.0,1,10,27.0,0.0011559607890962
standard,BCwave_b2n1s10,2.0,1,10,28.0,0.0011841043001866
standard,BCwave_b2n1s10,2.0,1,10,29.0,0.0012241521883605
standard,BCwave_b2n1s10,2.0,1,10,30.0,0.0012610482943669
standard,BCwave_b2n1s10,2.0,1,10,31.0,0.0012812185834023
standard,BCwave_b2n1s10,2.0,1,10,32.0,0.0013096418172481
standard,BCwave_b2n1s10,2.0,1,10,33.0,0.0013431115628407
standard,BCwave_b2n1s10,2.0,1,10,34.0,0.0013503758779813
standard,BCwave_b2n1s10,2.0,1,10,35.0,0.0013488008264174
standard,BCwave_b2n1s10,2.0,1,10,36.0,0.0013356242029942
standard,BCwave_b2n1s10,2.0,1,10,37.0,0.0015217570505609
standard,BCwave_b2n1s10,2.0,1,10,38.0,0.0014516554964902
standard,BCwave_b2n1s10,2.0,1,10,39.0,0.0014362529676417
standard,BCwave_b2n1s10,2.0,1,10,40.0,0.0014550222711529
standard,BCwave_b2n1s10,2.0,1,10,41.0,0.0014774936861953
standard,BCwave_b2n1s10,2.0,1,10,42.0,0.001501015618236
standard,BCwave_b2n1s10,2.0,1,10,43.0,0.0015346062818447
standard,BCwave_b2n1s10,2.0,1,10,44.0,0.0015708325911706
standard,BCwave_b2n1s10,2.0,1,10,45.0,0.0016143959077869
standard,BCwave_b2n1s10,2.0,1,10,46.0,0.0016626649734432
standard,BCwave_b2n1s10,2.0,1,10,47.0,0.0017112901316541
standard,BCwave_b2n1s10,2.0,1,10,48.0,0.0017531094247805
standard,BCwave_b2n1s10,2.0,1,10,49.0,0.0017914332300916
standard,BCwave_b2n1s10,2.0,1,10,50.0,0.0018388299665376
standard,BCwave_b2n1s10,2.0,1,10,51.0,0.0019016123264809
standard,BCwave_b2n1s10,2.0,1,10,52.0,0.0019723214488853
standard,BCwave_b2n1s10,2.0,1,10,53.0,0.0020456901900167
standard,BCwave_b2n1s10,2.0,1,10,54.0,0.0021220476761528
standard,BCwave_b2n1s10,2.0,1,10,55.0,0.0022018663802008
standard,BCwave_b2n1s10,2.0,1,10,56.0,0.0022882090848816
standard,BCwave_b2n1s10,2.0,1,10,57.0,0.0023811876141824
standard,BCwave_b2n1s10,2.0,1,10,58.0,0.0024772248722999
standard,BCwave_b2n1s10,2.0,1,10,59.0,0.0025759937723021
standard,BCwave_b2n1s10,2.0,1,10,60.0,0.0026823792999987
standard,BCwave_b2n1s10,2.0,1,10,61.0,0.0028027355628332
standard,BCwave_b2n1s10,2.0,1,10,62.0,0.00293332238804
standard,BCwave_b2n1s10,2.0,1,10,63.0,0.0030737056721357
standard,BCwave_b2n1s10,2.0,1,10,64.0,0.0032203660837602
standard,BCwave_b2n1s10,2.0,1,10,65.0,0.003375378220407
standard,BCwave_b2n1s10,2.0,1,10,66.0,0.0035435871635131
standard,BCwave_b2n1s10,2.0,1,10,67.0,0.003706671143857
standard,BCwave_b2n1s10,2.0,1,10,68.0,0.003872470257455
standard,BCwave_b2n1s10,2.0,1,10,69.0,0.0040771360737541
standard,BCwave_b2n1s10,2.0,1,10,70.0,0.0043007651489638
standard,BCwave_b2n1s10,2.0,1,10,71.0,0.0044766730384368
standard,BCwave_b2n1s10,2.0,1,10,72.0,0.004633243411145
standard,BCwave_b2n1s10,2.0,1,10,73.0,0.0049482614283554
standard,BCwave_b2n1s10,2.0,1,10,74.0,0.0052686715492286
standard,BCwave_b2n1s10,2.0,1,10,75.0,0.0054802057612088
standard,BCwave_b2n1s10,2.0,1,10,76.0,0.0057349870135346
standard,BCwave_b2n1s10,2.0,1,10,77.0,0.0060575605152618
standard,BCwave_b2n1s10,2.0,1,10,78.0,0.0064071345975671
standard,BCwave_b2n1s10,2.0,1,10,79.0,0.0067578468197804
standard,BCwave_b2n1s10,2.0,1,10,80.0,0.0071166767612997
standard,BCwave_b2n1s10,2.0,1,10,81.0,0.0075029133485283
standard,BCwave_b2n1s10,2.0,1,10,82.0,0.0079228671797667
standard,BCwave_b2n1s10,2.0,1,10,83.0,0.0083640505064692
standard,BCwave_b2n1s10,2.0,1,10,84.0,0.0088203728225752
standard,BCwave_b2n1s10,2.0,1,10,85.0,0.0093039958302307
standard,BCwave_b2n1s10,2.0,1,10,86.0,0.0098309593992895
standard,BCwave_b2n1s10,2.0,1,10,87.0,0.0104074642187212
standard,BCwave_b2n1s10,2.0,1,10,88.0,0.0110273047799405
standard,BCwave_b2n1s10,2.0,1,10,89.0,0.0116802239335616
standard,BCwave_b2n1s10,2.0,1,10,90.0,0.0123636933064772
standard,BCwave_b2n1s10,2.0,1,10,91.0,0.0130813710764257
standard,BCwave_b2n1s10,2.0,1,10,92.0,0.0138415910506357
standard,BCwave_b2n1s10,2.0,1,10,93.0,0.0146508899473163
standard,BCwave_b2n1s10,2.0,1,10,94.0,0.0155127540005534
standard,BCwave_b2n1s10,2.0,1,10,95.0,0.0164349436137236
standard,BCwave_b2n1s10,2.0,1,10,96.0,0.0174234028907894
standard,BCwave_b2n1s10,2.0,1,10,97.0,0.018477403263301
standard,BCwave_b2n1s10,2.0,1,10,98.0,0.0195943927852493
standard,BCwave_b2n1s10,2.0,1,10,99.0,0.0207728105350221
standard,BCwave_b2n1s10,2.0,1,10,100.0,0.0220229620841356
standard,BCwave_b2n1s10,2.0,1,10,101.0,0.0233533293760832
standard,BCwave_b2n1s10,2.0,1,10,102.0,0.0247694389027293
standard,BCwave_b2n1s10,2.0,1,10,103.0,0.026267669608287
standard,BCwave_b2n1s10,2.0,1,10,104.0,0.0278505455367117
standard,BCwave_b2n1s10,2.0,1,10,105.0,0.0295665488427264
standard,BCwave_b2n1s10,2.0,1,10,106.0,0.0314152803181764
standard,BCwave_b2n1s10,2.0,1,10,107.0,0.0333216363873622
standard,BCwave_b2n1s10,2.0,1,10,108.0,0.0353263267639175
standard,BCwave_b2n1s10,2.0,1,10,109.0,0.0375117724168898
standard,BCwave_b2n1s10,2.0,1,10,110.0,0.0399101990740013
standard,BCwave_b2n1s10,2.0,1,10,111.0,0.0423838959505231
standard,BCwave_b2n1s10,2.0,1,10,112.0,0.0449349468048712
standard,BCwave_b2n1s10,2.0,1,10,113.0,0.0476894659351891
standard,BCwave_b2n1s10,2.0,1,10,114.0,0.0506839706782329
standard,BCwave_b2n1s10,2.0,1,10,115.0,0.0538705536982234
standard,BCwave_b2n1s10,2.0,1,10,116.0,0.0572356730582991
standard,BCwave_b2n1s10,2.0,1,10,117.0,0.0608029039990166
standard,BCwave_b2n1s10,2.0,1,10,118.0,0.064601133011398
standard,BCwave_b2n1s10,2.0,1,10,119.0,0.0686467056997562
standard,BCwave_b2n1s10,2.0,1,10,120.0,0.0729397416448463
standard,BCwave_b2n1s10,2.0,1,10,121.0,0.0774842249184526
standard,BCwave_b2n1s10,2.0,1,10,122.0,0.0823108670960222
standard,BCwave_b2n1s10,2.0,1,10,123.0,0.0874647617494007
standard,BCwave_b2n1s10,2.0,1,10,124.0,0.0929752570031412
standard,BCwave_b2n1s10,2.0,1,10,125.0,0.0988481514099725
standard,BCwave_b2n1s10,2.0,1,10,126.0,0.1050838494471618
standard,BCwave_b2n1s10,2.0,1,10,127.0,0.1116947909284604
standard,BCwave_b2n1s10,2.0,1,10,128.0,0.1187063787979772
standard,BCwave_b2n1s10,2.0,1,10,129.0,0.1261573254723954
standard,BCwave_b2n1s10,2.0,1,10,130.0,0.1340930655929026
standard,BCwave_b2n1s10,2.0,1,10,131.0,0.1425566236040819
standard,BCwave_b2n1s10,2.0,1,10,132.0,0.1515711416461406
standard,BCwave_b2n1s10,2.0,1,10,133.0,0.1611502107796218
standard,BCwave_b2n1s10,2.0,1,10,134.0,0.1713236876353709
standard,BCwave_b2n1s10,2.0,1,10,135.0,0.1821342191776096
standard,BCwave_b2n1s10,2.0,1,10,136.0,0.1936219926539843
standard,BCwave_b2n1s10,2.0,1,10,137.0,0.2058361186499289
standard,BCwave_b2n1s10,2.0,1,10,138.0,0.2188402080161775
standard,BCwave_b2n1s10,2.0,1,10,139.0,0.2326824622930617
standard,BCwave_b2n1s10,2.0,1,10,140.0,0.2473967133546975
standard,BCwave_b2n1s10,2.0,1,10,141.0,0.2630665372130323
standard,BCwave_b2n1s10,2.0,1,10,142.0,0.2797464568564212
standard,BCwave_b2n1s10,2.0,1,10,143.0,0.2974058431593327
standard,BCwave_b2n1s10,2.0,1,10,144.0,0.3161554529806087
standard,BCwave_b2n1s10,2.0,1,10,145.0,0.3361515895488678
standard,BCwave_b2n1s10,2.0,1,10,146.0,0.357411256787958
standard,BCwave_b2n1s10,2.0,1,10,147.0,0.3799612235505298
standard,BCwave_b2n1s10,2.0,1,10,148.0,0.4038702576167112
standard,BCwave_b2n1s10,2.0,1,10,149.0,0.429304087490537
standard,BCwave_b2n1s10,2.0,1,10,150.0,0.4564540861061256
standard,BCwave_b2n1s10,2.0,1,10,151.0,0.4853729802754866
standard,BCwave_b2n1s10,2.0,1,10,152.0,0.5160524694072633
standard,BCwave_b2n1s10,2.0,1,10,153.0,0.548567168969527
standard,BCwave_b2n1s10,2.0,1,10,154.0,0.583063364355678
standard,BCwave_b2n1s10,2.0,1,10,155.0,0.619694398548039
standard,BCwave_b2n1s10,2.0,1,10,156.0,0.6586267533894264
standard,BCwave_b2n1s10,2.0,1,10,157.0,0.700027216743881
standard,BCwave_b2n1s10,2.0,1,10,158.0,0.7440249808056125
standard,BCwave_b2n1s10,2.0,1,10,159.0,0.7907431872643951
standard,BCwave_b2n1s10,2.0,1,10,160.0,0.8403194368470444
standard,BCwave_b2n1s10,2.0,1,10,161.0,0.8929341960525097
standard,BCwave_b2n1s10,2.0,1,10,162.0,0.9488072342751056
standard,BCwave_b2n1s10,2.0,1,10,163.0,1.008165089600698
standard,BCwave_b2n1s10,2.0,1,10,164.0,1.0711767682463138
standard,BCwave_b2n1s10,2.0,1,10,165.0,1.137984351412273
standard,BCwave_b2n1s10,2.0,1,10,166.0,1.2087755205875876
standard,BCwave_b2n1s10,2.0,1,10,167.0,1.283792704190597
standard,BCwave_b2n1s10,2.0,1,10,168.0,1.363324926574301
standard,BCwave_b2n1s10,2.0,1,10,169.0,1.4476631330639431
standard,BCwave_b2n1s10,2.0,1,10,170.0,1.5370822778363815
standard,BCwave_b2n1s10,2.0,1,10,171.0,1.6318651250005112
standard,BCwave_b2n1s10,2.0,1,10,172.0,1.7322845916865452
standard,BCwave_b2n1s10,2.0,1,10,173.0,1.838605708876958
standard,BCwave_b2n1s10,2.0,1,10,174.0,1.9511252303232032
standard,BCwave_b2n1s10,2.0,1,10,175.0,2.0701896283947305
standard,BCwave_b2n1s10,2.0,1,10,176.0,2.1961192782689087
standard,BCwave_b2n1s10,2.0,1,10,177.0,2.32929470084974
standard,BCwave_b2n1s10,2.0,1,10,178.0,2.4700994004952253
standard,BCwave_b2n1s10,2.0,1,10,179.0,2.6188070422674623
standard,BCwave_b2n1s10,2.0,1,10,180.0,2.7757648643095085
standard,BCwave_b2n1s10,2.0,1,10,181.0,2.941440362309136
standard,BCwave_b2n1s10,2.0,1,10,182.0,3.116231452546131
standard,BCwave_b2n1s10,2.0,1,10,183.0,3.3004907374802506
standard,BCwave_b2n1s10,2.0,1,10,184.0,3.4945559589899986
standard,BCwave_b2n1s10,2.0,1,10,185.0,3.698960301043042
standard,BCwave_b2n1s10,2.0,1,10,186.0,3.914313542467666
standard,BCwave_b2n1s10,2.0,1,10,187.0,4.140688881927665
standard,BCwave_b2n1s10,2.0,1,10,188.0,4.3781502022377055
standard,BCwave_b2n1s10,2.0,1,10,189.0,4.627283602848983
standard,BCwave_b2n1s10,2.0,1,10,190.0,4.888463885444556
standard,BCwave_b2n1s10,2.0,1,10,191.0,5.161898397230266
standard,BCwave_b2n1s10,2.0,1,10,192.0,5.448010131095321
standard,BCwave_b2n1s10,2.0,1,10,193.0,5.747230777045758
standard,BCwave_b2n1s10,2.0,1,10,194.0,6.058735914464389
standard,BCwave_b2n1s10,2.0,1,10,195.0,6.3835663077911455
standard,BCwave_b2n1s10,2.0,1,10,196.0,6.722327891425765
standard,BCwave_b2n1s10,2.0,1,10,197.0,7.073226046718871
standard,BCwave_b2n1s10,2.0,1,10,198.0,7.438068554064736
standard,BCwave_b2n1s10,2.0,1,10,199.0,7.815310844534859
standard,BCwave_b2n1s10,2.0,1,10,200.0,8.202770152696552
standard,BCwave_b2n1s10,2.0,1,10,201.0,8.605007767899586
standard,BCwave_b2n1s10,2.0,1,10,202.0,9.01805385439011
standard,BCwave_b2n1s10,2.0,1,10,203.0,9.441283084333426
standard,BCwave_b2n1s10,2.0,1,10,204.0,9.878001137400442
standard,BCwave_b2n1s10,2.0,1,10,205.0,10.323102512693962
standard,BCwave_b2n1s10,2.0,1,10,206.0,10.77758496238701
standard,BCwave_b2n1s10,2.0,1,10,207.0,11.244330741036228
standard,BCwave_b2n1s10,2.0,1,10,208.0,11.71654007075186
standard,BCwave_b2n1s10,2.0,1,10,209.0,12.19893450746019
standard,BCwave_b2n1s10,2.0,1,10,210.0,12.689554496410349
standard,BCwave_b2n1s10,2.0,1,10,211.0,13.180271982306945
standard,BCwave_b2n1s10,2.0,1,10,212.0,13.677002905795256
standard,BCwave_b2n1s10,2.0,1,10,213.0,14.176622256096593
standard,BCwave_b2n1s10,2.0,1,10,214.0,14.675346374080029
standard,BCwave_b2n1s10,2.0,1,10,215.0,15.178803422463163
standard,BCwave_b2n1s10,2.0,1,10,216.0,15.678818508858008
standard,BCwave_b2n1s10,2.0,1,10,217.0,16.176949244286302
standard,BCwave_b2n1s10,2.0,1,10,218.0,16.67227839804547
standard,BCwave_b2n1s10,2.0,1,10,219.0,17.159219625349326
standard,BCwave_b2n1s10,2.0,1,10,220.0,17.63640383838894
standard,BCwave_b2n1s10,2.0,1,10,221.0,18.10514553607494
standard,BCwave_b2n1s10,2.0,1,10,222.0,18.56363339317097
standard,BCwave_b2n1s10,2.0,1,10,223.0,19.01696994648427
standard,BCwave_b2n1s10,2.0,1,10,224.0,19.452643731223244
standard,BCwave_b2n1s10,2.0,1,10,225.0,19.87136600424645
standard,BCwave_b2n1s10,2.0,1,10,226.0,20.275814288706663
standard,BCwave_b2n1s10,2.0,1,10,227.0,20.664797859818737
standard,BCwave_b2n1s10,2.0,1,10,228.0,21.031545833824406
standard,BCwave_b2n1s10,2.0,1,10,229.0,21.39042802725638
standard,BCwave_b2n1s10,2.0,1,10,230.0,21.732634472471595
standard,BCwave_b2n1s10,2.0,1,10,231.0,22.05335859865679
standard,BCwave_b2n1s10,2.0,1,10,232.0,22.3601188149409
standard,BCwave_b2n1s10,2.0,1,10,233.0,22.649771882038053
standard,BCwave_b2n1s10,2.0,1,10,234.0,22.928445473924423
standard,BCwave_b2n1s10,2.0,1,10,235.0,23.18910260880902
standard,BCwave_b2n1s10,2.0,1,10,236.0,23.435697595162196
standard,BCwave_b2n1s10,2.0,1,10,237.0,23.665068372732165
standard,BCwave_b2n1s10,2.0,1,10,238.0,23.889895395785405
