ensemble,case,b,n,s,time_h,eke_25_90N_area_mass_weighted_m2_s-2
standard,BCwave_b1n1s-10,1.0,1,-10,358.0,7.521020721959471
standard,BCwave_b1n1s-10,1.0,1,-10,359.0,7.596392111121777
standard,BCwave_b1n1s-10,1.0,1,-10,360.0,7.671709965904847
standard,BCwave_b1n1s-5,1.0,1,-5,1.0,0.001354306802702
standard,BCwave_b1n1s-5,1.0,1,-5,2.0,0.0011350101317826
standard,BCwave_b1n1s-5,1.0,1,-5,3.0,0.0010595508442604
standard,BCwave_b1n1s-5,1.0,1,-5,4.0,0.0010195296237084
standard,BCwave_b1n1s-5,1.0,1,-5,5.0,0.0009938010696911
standard,BCwave_b1n1s-5,1.0,1,-5,6.0,0.0009708254580525
standard,BCwave_b1n1s-5,1.0,1,-5,7.0,0.000949112145642
standard,BCwave_b1n1s-5,1.0,1,-5,8.0,0.0009290515149875
standard,BCwave_b1n1s-5,1.0,1,-5,9.0,0.000907354568259
standard,BCwave_b1n1s-5,1.0,1,-5,10.0,0.0008854509024363
standard,BCwave_b1n1s-5,1.0,1,-5,11.0,0.0008651045541371
standard,BCwave_b1n1s-5,1.0,1,-5,12.0,0.0008510876187262
standard,BCwave_b1n1s-5,1.0,1,-5,13.0,0.0008463707945063
standard,BCwave_b1n1s-5,1.0,1,-5,14.0,0.0008444996840527
standard,BCwave_b1n1s-5,1.0,1,-5,15.0,0.0008428880164799
standard,BCwave_b1n1s-5,1.0,1,-5,16.0,0.0008410918341596
standard,BCwave_b1n1s-5,1.0,1,-5,17.0,0.0008391018005252
standard,BCwave_b1n1s-5,1.0,1,-5,18.0,0.0008384544137417
standard,BCwave_b1n1s-5,1.0,1,-5,19.0,0.0008393246415022
standard,BCwave_b1n1s-5,1.0,1,-5,20.0,0.0008403327625393
standard,BCwave_b1n1s-5,1.0,1,-5,21.0,0.0008428947372304
standard,BCwave_b1n1s-5,1.0,1,-5,22.0,0.0008474880337762
standard,BCwave_b1n1s-5,1.0,1,-5,23.0,0.0008548835906183
standard,BCwave_b1n1s-5,1.0,1,-5,24.0,0.0008680382205717
standard,BCwave_b1n1s-5,1.0,1,-5,25.0,0.00089273201368
standard,BCwave_b1n1s-5,1.0,1,-5,26.0,0.0009185081504851
standard,BCwave_b1n1s-5,1.0,1,-5,27.0,0.0009383019784029
standard,BCwave_b1n1s-5,1.0,1,-5,28.0,0.0009510009328813
standard,BCwave_b1n1s-5,1.0,1,-5,29.0,0.0009653652518772
standard,BCwave_b1n1s-5,1.0,1,-5,30.0,0.0009793365796371
standard,BCwave_b1n1s-5,1.0,1,-5,31.0,0.0009867933372912
standard,BCwave_b1n1s-5,1.0,1,-5,32.0,0.0009978429348296
standard,BCwave_b1n1s-5,1.0,1,-5,33.0,0.0010102457921981
standard,BCwave_b1n1s-5,1.0,1,-5,34.0,0.0009865261401033
standard,BCwave_b1n1s-5,1.0,1,-5,35.0,0.0009889444090994
standard,BCwave_b1n1s-5,1.0,1,-5,36.0,0.0009409841891574
standard,BCwave_b1n1s-5,1.0,1,-5,37.0,0.0011084113756396
standard,BCwave_b1n1s-5,1.0,1,-5,38.0,0.001014804383956
standard,BCwave_b1n1s-5,1.0,1,-5,39.0,0.0009631197059921
standard,BCwave_b1n1s-5,1.0,1,-5,40.0,0.0009682433507591
standard,BCwave_b1n1s-5,1.0,1,-5,41.0,0.0009778934344206
standard,BCwave_b1n1s-5,1.0,1,-5,42.0,0.0009794819543116
standard,BCwave_b1n1s-5,1.0,1,-5,43.0,0.0009816919816398
standard,BCwave_b1n1s-5,1.0,1,-5,44.0,0.0009860397233312
standard,BCwave_b1n1s-5,1.0,1,-5,45.0,0.00099203121833
standard,BCwave_b1n1s-5,1.0,1,-5,46.0,0.0009961856133331
standard,BCwave_b1n1s-5,1.0,1,-5,47.0,0.0009974526976459
standard,BCwave_b1n1s-5,1.0,1,-5,48.0,0.0010002491991281
standard,BCwave_b1n1s-5,1.0,1,-5,49.0,0.0010083608897201
standard,BCwave_b1n1s-5,1.0,1,-5,50.0,0.0010196719198793
standard,BCwave_b1n1s-5,1.0,1,-5,51.0,0.0010335812966735
standard,BCwave_b1n1s-5,1.0,1,-5,52.0,0.001048351246397
standard,BCwave_b1n1s-5,1.0,1,-5,53.0,0.0010603277715863
standard,BCwave_b1n1s-5,1.0,1,-5,54.0,0.0010711029941616
standard,BCwave_b1n1s-5,1.0,1,-5,55.0,0.0010831030554673
standard,BCwave_b1n1s-5,1.0,1,-5,56.0,0.0010946900297465
standard,BCwave_b1n1s-5,1.0,1,-5,57.0,0.0011055360796992
standard,BCwave_b1n1s-5,1.0,1,-5,58.0,0.0011191689090056
standard,BCwave_b1n1s-5,1.0,1,-5,59.0,0.0011367268412309
standard,BCwave_b1n1s-5,1.0,1,-5,60.0,0.0011546452411805
standard,BCwave_b1n1s-5,1.0,1,-5,61.0,0.0011745471300475
standard,BCwave_b1n1s-5,1.0,1,-5,62.0,0.0012017685609161
standard,BCwave_b1n1s-5,1.0,1,-5,63.0,0.0012315692003672
standard,BCwave_b1n1s-5,1.0,1,-5,64.0,0.0012544333442918
standard,BCwave_b1n1s-5,1.0,1,-5,65.0,0.0012698569890409
standard,BCwave_b1n1s-5,1.0,1,-5,66.0,0.0012883446613104
standard,BCwave_b1n1s-5,1.0,1,-5,67.0,0.0013072750771259
standard,BCwave_b1n1s-5,1.0,1,-5,68.0,0.0013155698638464
standard,BCwave_b1n1s-5,1.0,1,-5,69.0,0.0013239559631736
standard,BCwave_b1n1s-5,1.0,1,-5,70.0,0.0013565434951951
standard,BCwave_b1n1s-5,1.0,1,-5,71.0,0.0013660789860201
standard,BCwave_b1n1s-5,1.0,1,-5,72.0,0.0013809306675879
standard,BCwave_b1n1s-5,1.0,1,-5,73.0,0.0014082120703178
standard,BCwave_b1n1s-5,1.0,1,-5,74.0,0.0014757130692954
standard,BCwave_b1n1s-5,1.0,1,-5,75.0,0.0014773396174922
standard,BCwave_b1n1s-5,1.0,1,-5,76.0,0.0014934363404978
standard,BCwave_b1n1s-5,1.0,1,-5,77.0,0.0015478859929115
standard,BCwave_b1n1s-5,1.0,1,-5,78.0,0.0015994689468479
standard,BCwave_b1n1s-5,1.0,1,-5,79.0,0.0016305355013118
standard,BCwave_b1n1s-5,1.0,1,-5,80.0,0.0016479859753122
standard,BCwave_b1n1s-5,1.0,1,-5,81.0,0.0016639865981954
standard,BCwave_b1n1s-5,1.0,1,-5,82.0,0.0016895559007289
standard,BCwave_b1n1s-5,1.0,1,-5,83.0,0.0017259438544094
standard,BCwave_b1n1s-5,1.0,1,-5,84.0,0.0017677452407947
standard,BCwave_b1n1s-5,1.0,1,-5,85.0,0.0018129353502287
standard,BCwave_b1n1s-5,1.0,1,-5,86.0,0.0018651491019076
standard,BCwave_b1n1s-5,1.0,1,-5,87.0,0.0019213119880883
standard,BCwave_b1n1s-5,1.0,1,-5,88.0,0.0019751476020221
standard,BCwave_b1n1s-5,1.0,1,-5,89.0,0.0020261387587906
standard,BCwave_b1n1s-5,1.0,1,-5,90.0,0.002077116596628
standard,BCwave_b1n1s-5,1.0,1,-5,91.0,0.0021313471611761
standard,BCwave_b1n1s-5,1.0,1,-5,92.0,0.0021913347181834
standard,BCwave_b1n1s-5,1.0,1,-5,93.0,0.0022536674476147
standard,BCwave_b1n1s-5,1.0,1,-5,94.0,0.0023124281145237
standard,BCwave_b1n1s-5,1.0,1,-5,95.0,0.0023708920248271
standard,BCwave_b1n1s-5,1.0,1,-5,96.0,0.0024347958026719
standard,BCwave_b1n1s-5,1.0,1,-5,97.0,0.0025012659921437
standard,BCwave_b1n1s-5,1.0,1,-5,98.0,0.0025721511782491
standard,BCwave_b1n1s-5,1.0,1,-5,99.0,0.0026520780928718
standard,BCwave_b1n1s-5,1.0,1,-5,100.0,0.0027355841935254
standard,BCwave_b1n1s-5,1.0,1,-5,101.0,0.0028141249413676
standard,BCwave_b1n1s-5,1.0,1,-5,102.0,0.0028921102651981
standard,BCwave_b1n1s-5,1.0,1,-5,103.0,0.0029824996934434
standard,BCwave_b1n1s-5,1.0,1,-5,104.0,0.0030802292080544
standard,BCwave_b1n1s-5,1.0,1,-5,105.0,0.003171238110849
standard,BCwave_b1n1s-5,1.0,1,-5,106.0,0.0032710906757216
standard,BCwave_b1n1s-5,1.0,1,-5,107.0,0.0033931131564553
standard,BCwave_b1n1s-5,1.0,1,-5,108.0,0.0035093652924426
standard,BCwave_b1n1s-5,1.0,1,-5,109.0,0.0036229405796562
standard,BCwave_b1n1s-5,1.0,1,-5,110.0,0.0037387407343912
standard,BCwave_b1n1s-5,1.0,1,-5,111.0,0.0038597529112457
standard,BCwave_b1n1s-5,1.0,1,-5,112.0,0.0039782353696375
standard,BCwave_b1n1s-5,1.0,1,-5,113.0,0.0041164689223775
standard,BCwave_b1n1s-5,1.0,1,-5,114.0,0.0042730601914655
standard,BCwave_b1n1s-5,1.0,1,-5,115.0,0.0044369296848885
standard,BCwave_b1n1s-5,1.0,1,-5,116.0,0.0046042036130664
standard,BCwave_b1n1s-5,1.0,1,-5,117.0,0.0047638798066076
standard,BCwave_b1n1s-5,1.0,1,-5,118.0,0.0049185696887844
standard,BCwave_b1n1s-5,1.0,1,-5,119.0,0.0050867715434153
standard,BCwave_b1n1s-5,1.0,1,-5,120.0,0.0052742628029872
standard,BCwave_b1n1s-5,1.0,1,-5,121.0,0.0054715630193889
standard,BCwave_b1n1s-5,1.0,1,-5,122.0,0.0056744485984951
standard,BCwave_b1n1s-5,1.0,1,-5,123.0,0.0058875457405998
standard,BCwave_b1n1s-5,1.0,1,-5,124.0,0.0061104017603555
standard,BCwave_b1n1s-5,1.0,1,-5,125.0,0.0063375063812114
standard,BCwave_b1n1s-5,1.0,1,-5,126.0,0.0065697900872929
standard,BCwave_b1n1s-5,1.0,1,-5,127.0,0.0068138038490411
standard,BCwave_b1n1s-5,1.0,1,-5,128.0,0.0070716035653539
standard,BCwave_b1n1s-5,1.0,1,-5,129.0,0.0073420140184834
standard,BCwave_b1n1s-5,1.0,1,-5,130.0,0.0076246550395782
standard,BCwave_b1n1s-5,1.0,1,-5,131.0,0.0079198333035207
standard,BCwave_b1n1s-5,1.0,1,-5,132.0,0.0082297993757403
standard,BCwave_b1n1s-5,1.0,1,-5,133.0,0.0085553695337174
standard,BCwave_b1n1s-5,1.0,1,-5,134.0,0.0088937222448692
standard,BCwave_b1n1s-5,1.0,1,-5,135.0,0.009244700180052
standard,BCwave_b1n1s-5,1.0,1,-5,136.0,0.0096121789921988
standard,BCwave_b1n1s-5,1.0,1,-5,137.0,0.0099965348291972
standard,BCwave_b1n1s-5,1.0,1,-5,138.0,0.0103959695534223
standard,BCwave_b1n1s-5,1.0,1,-5,139.0,0.0108177600847014
standard,BCwave_b1n1s-5,1.0,1,-5,140.0,0.011265884477519
standard,BCwave_b1n1s-5,1.0,1,-5,141.0,0.01172744014933
standard,BCwave_b1n1s-5,1.0,1,-5,142.0,0.0122019845417566
standard,BCwave_b1n1s-5,1.0,1,-5,143.0,0.0127027038140093
standard,BCwave_b1n1s-5,1.0,1,-5,144.0,0.0132269659644561
standard,BCwave_b1n1s-5,1.0,1,-5,145.0,0.0137723609686215
standard,BCwave_b1n1s-5,1.0,1,-5,146.0,0.0143524262417247
standard,BCwave_b1n1s-5,1.0,1,-5,147.0,0.0149625238159679
standard,BCwave_b1n1s-5,1.0,1,-5,148.0,0.0155829565465883
standard,BCwave_b1n1s-5,1.0,1,-5,149.0,0.0162226572475427
standard,BCwave_b1n1s-5,1.0,1,-5,150.0,0.0169078639600425
standard,BCwave_b1n1s-5,1.0,1,-5,151.0,0.0176291443544133
standard,BCwave_b1n1s-5,1.0,1,-5,152.0,0.0183786746209359
standard,BCwave_b1n1s-5,1.0,1,-5,153.0,0.019162440815001
standard,BCwave_b1n1s-5,1.0,1,-5,154.0,0.0199744457720159
standard,BCwave_b1n1s-5,1.0,1,-5,155.0,0.0208176130504642
standard,BCwave_b1n1s-5,1.0,1,-5,156.0,0.0217076890123928
standard,BCwave_b1n1s-5,1.0,1,-5,157.0,0.0226444893151234
standard,BCwave_b1n1s-5,1.0,1,-5,158.0,0.0236160034957407
standard,BCwave_b1n1s-5,1.0,1,-5,159.0,0.0246241355067969
standard,BCwave_b1n1s-5,1.0,1,-5,160.0,0.0256819146359144
standard,BCwave_b1n1s-5,1.0,1,-5,161.0,0.0267944063974099
standard,BCwave_b1n1s-5,1.0,1,-5,162.0,0.027959784561935
standard,BCwave_b1n1s-5,1.0,1,-5,163.0,0.0291798109008162
standard,BCwave_b1n1s-5,1.0,1,-5,164.0,0.0304575575699325
standard,BCwave_b1n1s-5,1.0,1,-5,165.0,0.0317925013088941
standard,BCwave_b1n1s-5,1.0,1,-5,166.0,0.03318549955572
standard,BCwave_b1n1s-5,1.0,1,-5,167.0,0.0346410598164614
standard,BCwave_b1n1s-5,1.0,1,-5,168.0,0.0361626569141744
standard,BCwave_b1n1s-5,1.0,1,-5,169.0,0.0377545717041229
standard,BCwave_b1n1s-5,1.0,1,-5,170.0,0.0394227303838289
standard,BCwave_b1n1s-5,1.0,1,-5,171.0,0.0411677632615946
standard,BCwave_b1n1s-5,1.0,1,-5,172.0,0.0429899705781369
standard,BCwave_b1n1s-5,1.0,1,-5,173.0,0.0448940037169827
standard,BCwave_b1n1s-5,1.0,1,-5,174.0,0.0468845779092713
standard,BCwave_b1n1s-5,1.0,1,-5,175.0,0.0489694096965976
standard,BCwave_b1n1s-5,1.0,1,-5,176.0,0.0511560714260735
standard,BCwave_b1n1s-5,1.0,1,-5,177.0,0.0534391376160738
standard,BCwave_b1n1s-5,1.0,1,-5,178.0,0.0558219519687956
standard,BCwave_b1n1s-5,1.0,1,-5,179.0,0.0583194840720783
standard,BCwave_b1n1s-5,1.0,1,-5,180.0,0.0609297098614719
standard,BCwave_b1n1s-5,1.0,1,-5,181.0,0.0636531954436648
standard,BCwave_b1n1s-5,1.0,1,-5,182.0,0.0664984108734168
standard,BCwave_b1n1s-5,1.0,1,-5,183.0,0.069472265651286
standard,BCwave_b1n1s-5,1.0,1,-5,184.0,0.0725951307028238
standard,BCwave_b1n1s-5,1.0,1,-5,185.0,0.0758714592691758
standard,BCwave_b1n1s-5,1.0,1,-5,186.0,0.0792954351850231
standard,BCwave_b1n1s-5,1.0,1,-5,187.0,0.0828751234995354
standard,BCwave_b1n1s-5,1.0,1,-5,188.0,0.0866093892464398
standard,BCwave_b1n1s-5,1.0,1,-5,189.0,0.0905036002218031
standard,BCwave_b1n1s-5,1.0,1,-5,190.0,0.0945788102921268
standard,BCwave_b1n1s-5,1.0,1,-5,191.0,0.0988439941168634
standard,BCwave_b1n1s-5,1.0,1,-5,192.0,0.10330031753614
standard,BCwave_b1n1s-5,1.0,1,-5,193.0,0.1079640823422803
standard,BCwave_b1n1s-5,1.0,1,-5,194.0,0.1128495603451042
standard,BCwave_b1n1s-5,1.0,1,-5,195.0,0.1179593683137724
standard,BCwave_b1n1s-5,1.0,1,-5,196.0,0.123299583179954
standard,BCwave_b1n1s-5,1.0,1,-5,197.0,0.1288811138129679
standard,BCwave_b1n1s-5,1.0,1,-5,198.0,0.1347144942959951
standard,BCwave_b1n1s-5,1.0,1,-5,199.0,0.1408104428057721
standard,BCwave_b1n1s-5,1.0,1,-5,200.0,0.1471814439374081
standard,BCwave_b1n1s-5,1.0,1,-5,201.0,0.1538425270665117
standard,BCwave_b1n1s-5,1.0,1,-5,202.0,0.1608048953105517
standard,BCwave_b1n1s-5,1.0,1,-5,203.0,0.1680801067640683
standard,BCwave_b1n1s-5,1.0,1,-5,204.0,0.1756828328447435
standard,BCwave_b1n1s-5,1.0,1,-5,205.0,0.1836303002749428
standard,BCwave_b1n1s-5,1.0,1,-5,206.0,0.1919413885965535
standard,BCwave_b1n1s-5,1.0,1,-5,207.0,0.2006325724676214
standard,BCwave_b1n1s-5,1.0,1,-5,208.0,0.2097147459322346
standard,BCwave_b1n1s-5,1.0,1,-5,209.0,0.2191969513034311
standard,BCwave_b1n1s-5,1.0,1,-5,210.0,0.2290883097561104
standard,BCwave_b1n1s-5,1.0,1,-5,211.0,0.2394092778459045
standard,BCwave_b1n1s-5,1.0,1,-5,212.0,0.2501886409417828
standard,BCwave_b1n1s-5,1.0,1,-5,213.0,0.2614444315996458
standard,BCwave_b1n1s-5,1.0,1,-5,214.0,0.2731872501143472
standard,BCwave_b1n1s-5,1.0,1,-5,215.0,0.2854417780175759
standard,BCwave_b1n1s-5,1.0,1,-5,216.0,0.2982383512047362
standard,BCwave_b1n1s-5,1.0,1,-5,217.0,0.3115992594451031
standard,BCwave_b1n1s-5,1.0,1,-5,218.0,0.3255513527984891
standard,BCwave_b1n1s-5,1.0,1,-5,219.0,0.3401165353893513
standard,BCwave_b1n1s-5,1.0,1,-5,220.0,0.3552993876897019
standard,BCwave_b1n1s-5,1.0,1,-5,221.0,0.3711175458782417
standard,BCwave_b1n1s-5,1.0,1,-5,222.0,0.3876005829160844
standard,BCwave_b1n1s-5,1.0,1,-5,223.0,0.4047823071759751
standard,BCwave_b1n1s-5,1.0,1,-5,224.0,0.4226995654887309
standard,BCwave_b1n1s-5,1.0,1,-5,225.0,0.4413716293661003
standard,BCwave_b1n1s-5,1.0,1,-5,226.0,0.4608089297261731
standard,BCwave_b1n1s-5,1.0,1,-5,227.0,0.4810438558980025
standard,BCwave_b1n1s-5,1.0,1,-5,228.0,0.5021099188013539
standard,BCwave_b1n1s-5,1.0,1,-5,229.0,0.5240408771362678
standard,BCwave_b1n1s-5,1.0,1,-5,230.0,0.5468873781743416
standard,BCwave_b1n1s-5,1.0,1,-5,231.0,0.5706978556847634
standard,BCwave_b1n1s-5,1.0,1,-5,232.0,0.5954859730140304
standard,BCwave_b1n1s-5,1.0,1,-5,233.0,0.6212656657626495
standard,BCwave_b1n1s-5,1.0,1,-5,234.0,0.6480597670392226
standard,BCwave_b1n1s-5,1.0,1,-5,235.0,0.6758928453682769
standard,BCwave_b1n1s-5,1.0,1,-5,236.0,0.70479195547497
standard,BCwave_b1n1s-5,1.0,1,-5,237.0,0.7348024332180011
standard,BCwave_b1n1s-5,1.0,1,-5,238.0,0.7659467161537636
standard,BCwave_b1n1s-5,1.0,1,-5,239.0,0.7982492958223341
standard,BCwave_b1n1s-5,1.0,1,-5,240.0,0.8317518194907344
standard,BCwave_b1n1s-5,1.0,1,-5,241.0,0.8665059459318758
standard,BCwave_b1n1s-5,1.0,1,-5,242.0,0.902588865009714
standard,BCwave_b1n1s-5,1.0,1,-5,243.0,0.9400165615450584
standard,BCwave_b1n1s-5,1.0,1,-5,244.0,0.978869157525146
standard,BCwave_b1n1s-5,1.0,1,-5,245.0,1.0191652715799404
standard,BCwave_b1n1s-5,1.0,1,-5,246.0,1.0608156896613137
standard,BCwave_b1n1s-5,1.0,1,-5,247.0,1.1038801992834415
standard,BCwave_b1n1s-5,1.0,1,-5,248.0,1.148329105540558
standard,BCwave_b1n1s-5,1.0,1,-5,249.0,1.1941785987406297
standard,BCwave_b1n1s-5,1.0,1,-5,250.0,1.2415681381523522
standard,BCwave_b1n1s-5,1.0,1,-5,251.0,1.2904769628773471
standard,BCwave_b1n1s-5,1.0,1,-5,252.0,1.3410109846628837
standard,BCwave_b1n1s-5,1.0,1,-5,253.0,1.3931879475594295
standard,BCwave_b1n1s-5,1.0,1,-5,254.0,1.446872473856637
standard,BCwave_b1n1s-5,1.0,1,-5,255.0,1.502296181475694
standard,BCwave_b1n1s-5,1.0,1,-5,256.0,1.559383250300841
standard,BCwave_b1n1s-5,1.0,1,-5,257.0,1.618112728111012
standard,BCwave_b1n1s-5,1.0,1,-5,258.0,1.6785930093110113
standard,BCwave_b1n1s-5,1.0,1,-5,259.0,1.7405695308161553
standard,BCwave_b1n1s-5,1.0,1,-5,260.0,1.8041696384384351
standard,BCwave_b1n1s-5,1.0,1,-5,261.0,1.8696071379040136
standard,BCwave_b1n1s-5,1.0,1,-5,262.0,1.9366077696244064
standard,BCwave_b1n1s-5,1.0,1,-5,263.0,2.005339639496737
standard,BCwave_b1n1s-5,1.0,1,-5,264.0,2.075821803295067
standard,BCwave_b1n1s-5,1.0,1,-5,265.0,2.1478326871343896
standard,BCwave_b1n1s-5,1.0,1,-5,266.0,2.221562461270396
standard,BCwave_b1n1s-5,1.0,1,-5,267.0,2.29696169707968
standard,BCwave_b1n1s-5,1.0,1,-5,268.0,2.373849618150772
standard,BCwave_b1n1s-5,1.0,1,-5,269.0,2.452536934284917
standard,BCwave_b1n1s-5,1.0,1,-5,270.0,2.5325585248111078
standard,BCwave_b1n1s-5,1.0,1,-5,271.0,2.613895121690881
standard,BCwave_b1n1s-5,1.0,1,-5,272.0,2.696938954090304
standard,BCwave_b1n1s-5,1.0,1,-5,273.0,2.781681049420806
standard,BCwave_b1n1s-5,1.0,1,-5,274.0,2.8676226538556957
standard,BCwave_b1n1s-5,1.0,1,-5,275.0,2.95470992880249
standard,BCwave_b1n1s-5,1.0,1,-5,276.0,3.043049190127172
standard,BCwave_b1n1s-5,1.0,1,-5,277.0,3.132572504560676
standard,BCwave_b1n1s-5,1.0,1,-5,278.0,3.2237421301816225
standard,BCwave_b1n1s-5,1.0,1,-5,279.0,3.3160570165388146
standard,BCwave_b1n1s-5,1.0,1,-5,280.0,3.409430265361582
standard,BCwave_b1n1s-5,1.0,1,-5,281.0,3.5037080171641404
standard,BCwave_b1n1s-5,1.0,1,-5,282.0,3.5987790632009045
standard,BCwave_b1n1s-5,1.0,1,-5,283.0,3.694631252965487
standard,BCwave_b1n1s-5,1.0,1,-5,284.0,3.791891707193903
standard,BCwave_b1n1s-5,1.0,1,-5,285.0,3.89014362161575
standard,BCwave_b1n1s-5,1.0,1,-5,286.0,3.988961107736271
standard,BCwave_b1n1s-5,1.0,1,-5,287.0,4.088700822670721
standard,BCwave_b1n1s-5,1.0,1,-5,288.0,4.188797389655206
standard,BCwave_b1n1s-5,1.0,1,-5,289.0,4.289379572914272
standard,BCwave_b1n1s-5,1.0,1,-5,290.0,4.39060519211167
standard,BCwave_b1n1s-5,1.0,1,-5,291.0,4.4926786434898265
standard,BCwave_b1n1s-5,1.0,1,-5,292.0,4.59469346237973
standard,BCwave_b1n1s-5,1.0,1,-5,293.0,4.697306759403536
standard,BCwave_b1n1s-5,1.0,1,-5,294.0,4.800356206651994
standard,BCwave_b1n1s-5,1.0,1,-5,295.0,4.902701131922828
standard,BCwave_b1n1s-5,1.0,1,-5,296.0,5.005474831881662
standard,BCwave_b1n1s-5,1.0,1,-5,297.0,5.108075932756325
standard,BCwave_b1n1s-5,1.0,1,-5,298.0,5.210681082561255
standard,BCwave_b1n1s-5,1.0,1,-5,299.0,5.313565915549653
standard,BCwave_b1n1s-5,1.0,1,-5,300.0,5.416170828066742
standard,BCwave_b1n1s-5,1.0,1,-5,301.0,5.518407872719543
standard,BCwave_b1n1s-5,1.0,1,-5,302.0,5.620837481868577
standard,BCwave_b1n1s-5,1.0,1,-5,303.0,5.722523975026698
standard,BCwave_b1n1s-5,1.0,1,-5,304.0,5.823415283578514
standard,BCwave_b1n1s-5,1.0,1,-5,305.0,5.924886720473356
standard,BCwave_b1n1s-5,1.0,1,-5,306.0,6.0265661683031455
standard,BCwave_b1n1s-5,1.0,1,-5,307.0,6.1272023184915865
standard,BCwave_b1n1s-5,1.0,1,-5,308.0,6.227812319950854
standard,BCwave_b1n1s-5,1.0,1,-5,309.0,6.327868324316057
standard,BCwave_b1n1s-5,1.0,1,-5,310.0,6.426918132615475
standard,BCwave_b1n1s-5,1.0,1,-5,311.0,6.526095256131011
standard,BCwave_b1n1s-5,1.0,1,-5,312.0,6.6254954296387725
standard,BCwave_b1n1s-5,1.0,1,-5,313.0,6.724559062564041
standard,BCwave_b1n1s-5,1.0,1,-5,314.0,6.823962138688184
standard,BCwave_b1n1s-5,1.0,1,-5,315.0,6.923043984978676
standard,BCwave_b1n1s-5,1.0,1,-5,316.0,7.022215331310652
standard,BCwave_b1n1s-5,1.0,1,-5,317.0,7.121533389750441
standard,BCwave_b1n1s-5,1.0,1,-5,318.0,7.220184994261429
standard,BCwave_b1n1s-5,1.0,1,-5,319.0,7.31884977235218
standard,BCwave_b1n1s-5,1.0,1,-5,320.0,7.416913175619627
standard,BCwave_b1n1s-5,1.0,1,-5,321.0,7.5154822012301885
standard,BCwave_b1n1s-5,1.0,1,-5,322.0,7.6137886743951215
standard,BCwave_b1n1s-5,1.0,1,-5,323.0,7.712308706022313
standard,BCwave_b1n1s-5,1.0,1,-5,324.0,7.81186257636509
standard,BCwave_b1n1s-5,1.0,1,-5,325.0,7.912833463490639
standard,BCwave_b1n1s-5,1.0,1,-5,326.0,8.01446099387399
standard,BCwave_b1n1s-5,1.0,1,-5,327.0,8.115912062920092
standard,BCwave_b1n1s-5,1.0,1,-5,328.0,8.217423793706905
standard,BCwave_b1n1s-5,1.0,1,-5,329.0,8.320155009536347
standard,BCwave_b1n1s-5,1.0,1,-5,330.0,8.423980879437922
standard,BCwave_b1n1s-5,1.0,1,-5,331.0,8.528780321612356
standard,BCwave_b1n1s-5,1.0,1,-5,332.0,8.635096559631272
standard,BCwave_b1n1s-5,1.0,1,-5,333.0,8.742942126236295
standard,BCwave_b1n1s-5,1.0,1,-5,334.0,8.851079210970584
standard,BCwave_b1n1s-5,1.0,1,-5,335.0,8.959824165051456
standard,BCwave_b1n1s-5,1.0,1,-5,336.0,9.068635871579206
standard,BCwave_b1n1s-5,1.0,1,-5,337.0,9.177993110079443
standard,BCwave_b1n1s-5,1.0,1,-5,338.0,9.288246912698376
standard,BCwave_b1n1s-5,1.0,1,-5,339.0,9.399203009600033
standard,BCwave_b1n1s-5,1.0,1,-5,340.0,9.510870863463408
standard,BCwave_b1n1s-5,1.0,1,-5,341.0,9.622391155978285
standard,BCwave_b1n1s-5,1.0,1,-5,342.0,9.735277814024323
standard,BCwave_b1n1s-5,1.0,1,-5,343.0,9.848856926029471
standard,BCwave_b1n1s-5,1.0,1,-5,344.0,9.961594565752922
standard,BCwave_b1n1s-5,1.0,1,-5,345.0,10.074900977832582
standard,BCwave_b1n1s-5,1.0,1,-5,346.0,10.18890138623453
standard,BCwave_b1n1s-5,1.0,1,-5,347.0,10.30167528068625
standard,BCwave_b1n1s-5,1.0,1,-5,348.0,10.415130546892485
standard,BCwave_b1n1s-5,1.0,1,-5,349.0,10.528782795409128
standard,BCwave_b1n1s-5,1.0,1,-5,350.0,10.64198495919193
standard,BCwave_b1n1s-5,1.0,1,-5,351.0,10.756354461785364
standard,BCwave_b1n1s-5,1.0,1,-5,352.0,10.870077425766311
standard,BCwave_b1n1s-5,1.0,1,-5,353.0,10.983620493098458
standard,BCwave_b1n1s-5,1.0,1,-5,354.0,11.095704939990572
standard,BCwave_b1n1s-5,1.0,1,-5,355.0,11.2058983740681
standard,BCwave_b1n1s-5,1.0,1,-5,356.0,11.31579586827726
standard,BCwave_b1n1s-5,1.0,1,-5,357.0,11.424845974435952
standard,BCwave_b1n1s-5,1.0,1,-5,358.0,11.534222489863629
standard,BCwave_b1n1s-5,1.0,1,-5,359.0,11.643399298796874
standard,BCwave_b1n1s-5,1.0,1,-5,360.0,11.751331820926913
standard,BCwave_b1n1,1.0,1,0,1.0,0.0014035609917719
standard,BCwave_b1n1,1.0,1,0,2.0,0.0012813239739863
standard,BCwave_b1n1,1.0,1,0,3.0,0.0011462847548514
standard,BCwave_b1n1,1.0,1,0,4.0,0.0010837207693953
standard,BCwave_b1n1,1.0,1,0,5.0,0.0010476219844091
standard,BCwave_b1n1,1.0,1,0,6.0,0.0010172181279073
standard,BCwave_b1n1,1.0,1,0,7.0,0.0009915275516908
standard,BCwave_b1n1,1.0,1,0,8.0,0.0009664849231086
