ensemble,case,b,n,s,variable,pressure_hpa,value,window_start_h,window_end_h,window_count,eke_domain,jet_relative_half_width_deg
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,975.0,33.0114172299703,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,1000.0,35.55593204498291,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,10.0,0.0118599784479517,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,50.0,0.10160322838287422,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,100.0,-0.317508060971032,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,150.0,0.22986012805199277,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,200.0,1.5652811648189158,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,250.0,3.0393024251080942,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,300.0,4.614151273948559,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,400.0,7.228368047354878,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,500.0,8.27601855043052,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,600.0,10.564131681469904,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,700.0,14.680457073709238,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,850.0,21.21569614133973,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,925.0,22.714518864949543,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,975.0,25.592698912689652,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s10,2.0,1,10,eddy_heat_flux_vT,1000.0,28.725459693134695,253.0,321.0,69,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,10.0,0.00026335202041082083,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,50.0,0.07544626399874688,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,100.0,0.1417475152015686,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,150.0,0.14530635327100755,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,200.0,0.2719662523269653,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,250.0,0.4562099075317383,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,300.0,0.6748565793037414,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,400.0,1.2144232344627381,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,500.0,1.8653260803222655,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,600.0,2.628011884689331,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,700.0,3.3985963535308836,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,850.0,5.435688362121582,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,925.0,6.926000328063965,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,975.0,7.601940727233886,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-10,2.0,3,-10,eddy_heat_flux_vT,1000.0,7.801757164001465,321.0,345.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,10.0,0.0007134521799867578,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,50.0,0.16438692785573727,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,100.0,0.2824641687400413,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,150.0,0.3165144965504155,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,200.0,0.6435034853039365,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,250.0,1.0862373836112744,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,300.0,1.5694334254120335,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,400.0,2.567146149548617,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,500.0,3.598671291813706,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,600.0,4.659189166444721,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,700.0,5.968881332513058,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,850.0,9.703492771495473,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,925.0,11.667096282496598,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,975.0,12.672346086213082,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s-5,2.0,3,-5,eddy_heat_flux_vT,1000.0,12.652270952860514,308.0,340.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,10.0,0.0013530397465309272,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,50.0,0.31576541448250794,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,100.0,0.49694850735175305,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,150.0,0.6614369299167242,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,200.0,1.4531203324978168,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,250.0,2.4066370756198197,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,300.0,3.2985657239571595,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,400.0,4.738997153746776,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,500.0,6.14388788663424,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,600.0,7.875286591358674,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,700.0,10.373190146226149,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,850.0,17.072769580743252,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,925.0,19.442337182851936,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,975.0,19.91828077267378,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s0,2.0,3,0,eddy_heat_flux_vT,1000.0,19.598854554005158,304.0,342.0,39,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,10.0,0.0018762829131446779,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,50.0,0.2689291297605163,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,100.0,0.434730296072207,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,150.0,0.8178801803212417,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,200.0,2.1313504921762565,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,250.0,3.614929431363156,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,300.0,4.870944619178772,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,400.0,6.6326226309726115,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,500.0,8.270673325187282,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,600.0,10.294601415332995,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,700.0,13.643933195816842,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,850.0,21.36888483950966,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,925.0,23.366664233960602,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,975.0,23.9789107473273,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s5,2.0,3,5,eddy_heat_flux_vT,1000.0,23.933163994236995,286.0,323.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,10.0,0.0027118094456252744,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,50.0,0.13477729778322908,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,100.0,0.17179062859051758,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,150.0,0.5289603620767593,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,200.0,1.7431186255481508,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,250.0,3.179432557688819,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,300.0,4.529657211568621,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,400.0,6.829581406381395,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,500.0,8.472465780046251,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,600.0,10.502692381540934,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,700.0,13.966493950949776,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,850.0,21.169634448157417,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,925.0,23.266967985365127,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,975.0,24.607768959469265,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n3_s10,2.0,3,10,eddy_heat_flux_vT,1000.0,24.72421137491862,256.0,291.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,10.0,0.00012225930026033894,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,50.0,0.040736123993992804,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,100.0,0.07706933692097664,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,150.0,0.06814231216907501,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,200.0,0.11678797215223312,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,250.0,0.19064009726047515,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,300.0,0.28025209248065946,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,400.0,0.514653536081314,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,500.0,0.8394380450248718,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,600.0,1.2606160020828248,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,700.0,1.7162789630889892,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,850.0,2.791653776168823,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,925.0,3.623384380340576,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,975.0,3.9028065967559815,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-10,2.0,6,-10,eddy_heat_flux_vT,1000.0,3.951504974365234,323.0,347.0,25,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,10.0,0.00037411131277873086,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,50.0,0.09820705832078538,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,100.0,0.16841834732170763,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,150.0,0.15276811605897442,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,200.0,0.2961277463312807,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,250.0,0.5009226716797928,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,300.0,0.7393171170662189,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,400.0,1.3020635555530418,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,500.0,1.9463410171969184,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,600.0,2.712583328115529,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,700.0,3.5732507294621962,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,850.0,5.7717362107901735,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,925.0,6.969464186964364,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,975.0,7.526023897631415,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s-5,2.0,6,-5,eddy_heat_flux_vT,1000.0,7.65260231083837,313.0,341.0,29,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,10.0,0.0008480945467262676,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,50.0,0.18267943200312162,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,100.0,0.28403483252776296,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,150.0,0.2961407911620642,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,200.0,0.6254754356647793,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,250.0,1.053611258142873,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,300.0,1.5013776578401263,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,400.0,2.382044403176559,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,500.0,3.3347201347351074,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,600.0,4.467748773725409,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,700.0,5.979074716567993,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,850.0,9.938311953293649,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,925.0,11.436530815927606,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,975.0,11.960846373909398,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s0,2.0,6,0,eddy_heat_flux_vT,1000.0,11.742014157144647,303.0,340.0,38,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,10.0,0.0018000580206386405,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,50.0,0.24112740294499832,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,100.0,0.3645569011569023,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,150.0,0.46666164831681684,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,200.0,1.1005824641747908,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,250.0,1.8596277236938477,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,300.0,2.5585166242989628,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,400.0,3.661361959847537,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,500.0,4.745729435573924,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,600.0,6.232773910869252,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,700.0,8.444277275692333,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,850.0,13.556727647781372,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,925.0,14.79693358594721,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,975.0,14.96297398480502,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s5,2.0,6,5,eddy_heat_flux_vT,1000.0,14.618552229621194,291.0,334.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,10.0,0.002347929363498803,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,50.0,0.1664094515144825,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,100.0,0.22455318763174795,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,150.0,0.4190263998779384,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,200.0,1.226162938909097,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,250.0,2.149897117506374,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,300.0,2.973517878489061,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,400.0,4.246702080423182,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,500.0,5.500748027454723,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,600.0,7.125549164685336,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,700.0,9.636364178224044,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,850.0,14.661362886428833,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,925.0,15.968203176151622,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,975.0,16.397108944979582,266.0,309.0,44,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n6_s10,2.0,6,10,eddy_heat_flux_vT,1000.0,16.11807270483537,266.0,309.0,44,25–90°N area–mass weighted,15.0
