ensemble,case,b,n,s,time_h,eke_nh_area_mass_weighted_m2_s-2
standard,BCwave_b1n1s-5,1.0,1,-5,6.0,0.0006874331610051798
standard,BCwave_b1n1s-5,1.0,1,-5,7.0,0.0006621123090585453
standard,BCwave_b1n1s-5,1.0,1,-5,8.0,0.0006443803605064883
standard,BCwave_b1n1s-5,1.0,1,-5,9.0,0.0006270601889242423
standard,BCwave_b1n1s-5,1.0,1,-5,10.0,0.0006096261024399862
standard,BCwave_b1n1s-5,1.0,1,-5,11.0,0.0005950599138323354
standard,BCwave_b1n1s-5,1.0,1,-5,12.0,0.0005803651997788085
standard,BCwave_b1n1s-5,1.0,1,-5,13.0,0.000568801109470352
standard,BCwave_b1n1s-5,1.0,1,-5,14.0,0.0005587815071434578
standard,BCwave_b1n1s-5,1.0,1,-5,15.0,0.0005518618894152785
standard,BCwave_b1n1s-5,1.0,1,-5,16.0,0.0005494082240776024
standard,BCwave_b1n1s-5,1.0,1,-5,17.0,0.0005485794601957446
standard,BCwave_b1n1s-5,1.0,1,-5,18.0,0.00055018525737662
standard,BCwave_b1n1s-5,1.0,1,-5,19.0,0.0005528171143416894
standard,BCwave_b1n1s-5,1.0,1,-5,20.0,0.0005559404643805044
standard,BCwave_b1n1s-5,1.0,1,-5,21.0,0.0005605259031590567
standard,BCwave_b1n1s-5,1.0,1,-5,22.0,0.000569998302836138
standard,BCwave_b1n1s-5,1.0,1,-5,23.0,0.0005879971291792338
standard,BCwave_b1n1s-5,1.0,1,-5,24.0,0.0006033573189978331
standard,BCwave_b1n1s-5,1.0,1,-5,25.0,0.0006158434288360853
standard,BCwave_b1n1s-5,1.0,1,-5,26.0,0.0006291259324515274
standard,BCwave_b1n1s-5,1.0,1,-5,27.0,0.0006408519438998774
standard,BCwave_b1n1s-5,1.0,1,-5,28.0,0.0006494734692770186
standard,BCwave_b1n1s-5,1.0,1,-5,29.0,0.0006535210281373342
standard,BCwave_b1n1s-5,1.0,1,-5,30.0,0.0006563010280456355
standard,BCwave_b1n1s-5,1.0,1,-5,31.0,0.0006586433359028432
standard,BCwave_b1n1s-5,1.0,1,-5,32.0,0.0006623495765987191
standard,BCwave_b1n1s-5,1.0,1,-5,33.0,0.0006640670406739535
standard,BCwave_b1n1s-5,1.0,1,-5,34.0,0.0006650158915371542
standard,BCwave_b1n1s-5,1.0,1,-5,35.0,0.0006904386152254658
standard,BCwave_b1n1s-5,1.0,1,-5,36.0,0.0006216985124756094
standard,BCwave_b1n1s-5,1.0,1,-5,37.0,0.0007146890568343131
standard,BCwave_b1n1s-5,1.0,1,-5,38.0,0.0006749601120648631
standard,BCwave_b1n1s-5,1.0,1,-5,39.0,0.000652585850837286
standard,BCwave_b1n1s-5,1.0,1,-5,40.0,0.0006601311259189733
standard,BCwave_b1n1s-5,1.0,1,-5,41.0,0.000666317149555049
standard,BCwave_b1n1s-5,1.0,1,-5,42.0,0.0006621077331996596
standard,BCwave_b1n1s-5,1.0,1,-5,43.0,0.0006576852467176179
standard,BCwave_b1n1s-5,1.0,1,-5,44.0,0.0006589036900876272
standard,BCwave_b1n1s-5,1.0,1,-5,45.0,0.0006659754637293377
standard,BCwave_b1n1s-5,1.0,1,-5,46.0,0.000671355109264166
standard,BCwave_b1n1s-5,1.0,1,-5,47.0,0.0006737611992064466
standard,BCwave_b1n1s-5,1.0,1,-5,48.0,0.00067375522455388
standard,BCwave_b1n1s-5,1.0,1,-5,49.0,0.000674397647158252
standard,BCwave_b1n1s-5,1.0,1,-5,50.0,0.0006793710766129257
standard,BCwave_b1n1s-5,1.0,1,-5,51.0,0.0006879245392257026
standard,BCwave_b1n1s-5,1.0,1,-5,52.0,0.0006969580559688844
standard,BCwave_b1n1s-5,1.0,1,-5,53.0,0.0007016383794569203
standard,BCwave_b1n1s-5,1.0,1,-5,54.0,0.0007053514260985395
standard,BCwave_b1n1s-5,1.0,1,-5,55.0,0.0007129580957906628
standard,BCwave_b1n1s-5,1.0,1,-5,56.0,0.0007239943666608082
standard,BCwave_b1n1s-5,1.0,1,-5,57.0,0.0007388152453870746
standard,BCwave_b1n1s-5,1.0,1,-5,58.0,0.0007569565169963787
standard,BCwave_b1n1s-5,1.0,1,-5,59.0,0.0007711987710948491
standard,BCwave_b1n1s-5,1.0,1,-5,60.0,0.0007786437611064563
standard,BCwave_b1n1s-5,1.0,1,-5,61.0,0.0007839759332241306
standard,BCwave_b1n1s-5,1.0,1,-5,62.0,0.0007922381287592508
standard,BCwave_b1n1s-5,1.0,1,-5,63.0,0.0008063586141404233
standard,BCwave_b1n1s-5,1.0,1,-5,64.0,0.0008233427264921916
standard,BCwave_b1n1s-5,1.0,1,-5,65.0,0.0008364500032334558
standard,BCwave_b1n1s-5,1.0,1,-5,66.0,0.0008472343763370971
standard,BCwave_b1n1s-5,1.0,1,-5,67.0,0.0008594356719687883
standard,BCwave_b1n1s-5,1.0,1,-5,68.0,0.0008672923184199975
standard,BCwave_b1n1s-5,1.0,1,-5,69.0,0.0008731022523806427
standard,BCwave_b1n1s-5,1.0,1,-5,70.0,0.0008935520625587991
standard,BCwave_b1n1s-5,1.0,1,-5,71.0,0.000902762003360338
standard,BCwave_b1n1s-5,1.0,1,-5,72.0,0.0009309993826128233
standard,BCwave_b1n1s-5,1.0,1,-5,73.0,0.000941346569146143
standard,BCwave_b1n1s-5,1.0,1,-5,74.0,0.000978826229619705
standard,BCwave_b1n1s-5,1.0,1,-5,75.0,0.0009747074343084457
standard,BCwave_b1n1s-5,1.0,1,-5,76.0,0.0009750275920516892
standard,BCwave_b1n1s-5,1.0,1,-5,77.0,0.0010030315387305967
standard,BCwave_b1n1s-5,1.0,1,-5,78.0,0.0010348527586733298
standard,BCwave_b1n1s-5,1.0,1,-5,79.0,0.0010518251850567815
standard,BCwave_b1n1s-5,1.0,1,-5,80.0,0.0010585363873822108
standard,BCwave_b1n1s-5,1.0,1,-5,81.0,0.0010706789004272632
standard,BCwave_b1n1s-5,1.0,1,-5,82.0,0.0010935456967181342
standard,BCwave_b1n1s-5,1.0,1,-5,83.0,0.0011208469726643393
standard,BCwave_b1n1s-5,1.0,1,-5,84.0,0.001148039942955684
standard,BCwave_b1n1s-5,1.0,1,-5,85.0,0.0011750800509398702
standard,BCwave_b1n1s-5,1.0,1,-5,86.0,0.0012043629549608804
standard,BCwave_b1n1s-5,1.0,1,-5,87.0,0.0012350202868128069
standard,BCwave_b1n1s-5,1.0,1,-5,88.0,0.0012620881158204506
standard,BCwave_b1n1s-5,1.0,1,-5,89.0,0.0012865141936537145
standard,BCwave_b1n1s-5,1.0,1,-5,90.0,0.0013160159812769057
standard,BCwave_b1n1s-5,1.0,1,-5,91.0,0.0013543160803007556
standard,BCwave_b1n1s-5,1.0,1,-5,92.0,0.0013948928411567035
standard,BCwave_b1n1s-5,1.0,1,-5,93.0,0.001430292430811675
standard,BCwave_b1n1s-5,1.0,1,-5,94.0,0.001461263081368548
standard,BCwave_b1n1s-5,1.0,1,-5,95.0,0.0014954106835170277
standard,BCwave_b1n1s-5,1.0,1,-5,96.0,0.0015344296006473547
standard,BCwave_b1n1s-5,1.0,1,-5,97.0,0.0015781827203703025
standard,BCwave_b1n1s-5,1.0,1,-5,98.0,0.001625275136360235
standard,BCwave_b1n1s-5,1.0,1,-5,99.0,0.0016725108625953698
standard,BCwave_b1n1s-5,1.0,1,-5,100.0,0.001720727950761432
standard,BCwave_b1n1s-5,1.0,1,-5,101.0,0.0017685740677073187
standard,BCwave_b1n1s-5,1.0,1,-5,102.0,0.0018147545564740394
standard,BCwave_b1n1s-5,1.0,1,-5,103.0,0.001867380518248977
standard,BCwave_b1n1s-5,1.0,1,-5,104.0,0.0019277033903295298
standard,BCwave_b1n1s-5,1.0,1,-5,105.0,0.001984398704005272
standard,BCwave_b1n1s-5,1.0,1,-5,106.0,0.0020381357048698734
standard,BCwave_b1n1s-5,1.0,1,-5,107.0,0.0021020722892527675
standard,BCwave_b1n1s-5,1.0,1,-5,108.0,0.0021635138619983505
standard,BCwave_b1n1s-5,1.0,1,-5,109.0,0.002232375392121613
standard,BCwave_b1n1s-5,1.0,1,-5,110.0,0.0023008229232231938
standard,BCwave_b1n1s-5,1.0,1,-5,111.0,0.0023782621327016144
standard,BCwave_b1n1s-5,1.0,1,-5,112.0,0.0024546338911466954
standard,BCwave_b1n1s-5,1.0,1,-5,113.0,0.002532273387480146
standard,BCwave_b1n1s-5,1.0,1,-5,114.0,0.0026143231581239774
standard,BCwave_b1n1s-5,1.0,1,-5,115.0,0.002706808656717403
standard,BCwave_b1n1s-5,1.0,1,-5,116.0,0.0028068901818831286
standard,BCwave_b1n1s-5,1.0,1,-5,117.0,0.002898955024539305
standard,BCwave_b1n1s-5,1.0,1,-5,118.0,0.0029865369599720213
standard,BCwave_b1n1s-5,1.0,1,-5,119.0,0.003087225706821946
standard,BCwave_b1n1s-5,1.0,1,-5,120.0,0.003200711857800162
standard,BCwave_b1n1s-5,1.0,1,-5,121.0,0.0033159831458603873
standard,BCwave_b1n1s-5,1.0,1,-5,122.0,0.003433309039248219
standard,BCwave_b1n1s-5,1.0,1,-5,123.0,0.0035587689020852853
standard,BCwave_b1n1s-5,1.0,1,-5,124.0,0.003688667260920698
standard,BCwave_b1n1s-5,1.0,1,-5,125.0,0.0038178834663353607
standard,BCwave_b1n1s-5,1.0,1,-5,126.0,0.003951524619773018
standard,BCwave_b1n1s-5,1.0,1,-5,127.0,0.004094440998805858
standard,BCwave_b1n1s-5,1.0,1,-5,128.0,0.004246659623936309
standard,BCwave_b1n1s-5,1.0,1,-5,129.0,0.004406187189156209
standard,BCwave_b1n1s-5,1.0,1,-5,130.0,0.004573020787329091
standard,BCwave_b1n1s-5,1.0,1,-5,131.0,0.004748015099131179
standard,BCwave_b1n1s-5,1.0,1,-5,132.0,0.004930155750061745
standard,BCwave_b1n1s-5,1.0,1,-5,133.0,0.005117484966951345
standard,BCwave_b1n1s-5,1.0,1,-5,134.0,0.005311303126324095
standard,BCwave_b1n1s-5,1.0,1,-5,135.0,0.005513516613135144
standard,BCwave_b1n1s-5,1.0,1,-5,136.0,0.0057260929341391474
standard,BCwave_b1n1s-5,1.0,1,-5,137.0,0.005952097363040177
standard,BCwave_b1n1s-5,1.0,1,-5,138.0,0.00618906236655845
standard,BCwave_b1n1s-5,1.0,1,-5,139.0,0.006435173001254154
standard,BCwave_b1n1s-5,1.0,1,-5,140.0,0.006693553736628782
standard,BCwave_b1n1s-5,1.0,1,-5,141.0,0.006960694781588511
standard,BCwave_b1n1s-5,1.0,1,-5,142.0,0.007237175638608317
standard,BCwave_b1n1s-5,1.0,1,-5,143.0,0.007528379273006846
standard,BCwave_b1n1s-5,1.0,1,-5,144.0,0.00782958238391615
standard,BCwave_b1n1s-5,1.0,1,-5,145.0,0.008138857731982621
standard,BCwave_b1n1s-5,1.0,1,-5,146.0,0.008473455966974913
standard,BCwave_b1n1s-5,1.0,1,-5,147.0,0.008829857358434574
standard,BCwave_b1n1s-5,1.0,1,-5,148.0,0.009193265324855543
standard,BCwave_b1n1s-5,1.0,1,-5,149.0,0.009568668372895441
standard,BCwave_b1n1s-5,1.0,1,-5,150.0,0.009971438317860723
standard,BCwave_b1n1s-5,1.0,1,-5,151.0,0.010390210027843105
standard,BCwave_b1n1s-5,1.0,1,-5,152.0,0.010821716016126174
standard,BCwave_b1n1s-5,1.0,1,-5,153.0,0.011275615809163225
standard,BCwave_b1n1s-5,1.0,1,-5,154.0,0.011745292610527824
standard,BCwave_b1n1s-5,1.0,1,-5,155.0,0.012232300649151045
standard,BCwave_b1n1s-5,1.0,1,-5,156.0,0.012750278287449306
standard,BCwave_b1n1s-5,1.0,1,-5,157.0,0.01329491399631373
standard,BCwave_b1n1s-5,1.0,1,-5,158.0,0.013855612664014872
standard,BCwave_b1n1s-5,1.0,1,-5,159.0,0.014439141992064287
standard,BCwave_b1n1s-5,1.0,1,-5,160.0,0.015056816631888643
standard,BCwave_b1n1s-5,1.0,1,-5,161.0,0.015707713499325145
standard,BCwave_b1n1s-5,1.0,1,-5,162.0,0.016384664150912658
standard,BCwave_b1n1s-5,1.0,1,-5,163.0,0.017089784461119573
standard,BCwave_b1n1s-5,1.0,1,-5,164.0,0.017829340945128624
standard,BCwave_b1n1s-5,1.0,1,-5,165.0,0.018603708331448983
standard,BCwave_b1n1s-5,1.0,1,-5,166.0,0.01941185019311176
standard,BCwave_b1n1s-5,1.0,1,-5,167.0,0.020255849138908613
standard,BCwave_b1n1s-5,1.0,1,-5,168.0,0.021137955242606848
standard,BCwave_b1n1s-5,1.0,1,-5,169.0,0.022060769869222268
standard,BCwave_b1n1s-5,1.0,1,-5,170.0,0.023027597004374404
standard,BCwave_b1n1s-5,1.0,1,-5,171.0,0.024040071476919642
standard,BCwave_b1n1s-5,1.0,1,-5,172.0,0.02509686851770859
standard,BCwave_b1n1s-5,1.0,1,-5,173.0,0.026198389756509375
standard,BCwave_b1n1s-5,1.0,1,-5,174.0,0.02735155492912136
standard,BCwave_b1n1s-5,1.0,1,-5,175.0,0.028562622860695573
standard,BCwave_b1n1s-5,1.0,1,-5,176.0,0.029831818866144725
standard,BCwave_b1n1s-5,1.0,1,-5,177.0,0.031155592990799518
standard,BCwave_b1n1s-5,1.0,1,-5,178.0,0.032538036603559035
standard,BCwave_b1n1s-5,1.0,1,-5,179.0,0.03398606317430821
standard,BCwave_b1n1s-5,1.0,1,-5,180.0,0.03549801745345539
standard,BCwave_b1n1s-5,1.0,1,-5,181.0,0.03707668814413152
standard,BCwave_b1n1s-5,1.0,1,-5,182.0,0.038724386114883505
standard,BCwave_b1n1s-5,1.0,1,-5,183.0,0.04044777875584251
standard,BCwave_b1n1s-5,1.0,1,-5,184.0,0.042262533407753544
standard,BCwave_b1n1s-5,1.0,1,-5,185.0,0.044165641555301456
standard,BCwave_b1n1s-5,1.0,1,-5,186.0,0.046148773276046814
standard,BCwave_b1n1s-5,1.0,1,-5,187.0,0.048222306286313
standard,BCwave_b1n1s-5,1.0,1,-5,188.0,0.050386847665947136
standard,BCwave_b1n1s-5,1.0,1,-5,189.0,0.0526450395324286
standard,BCwave_b1n1s-5,1.0,1,-5,190.0,0.05501179522947437
standard,BCwave_b1n1s-5,1.0,1,-5,191.0,0.057488105172752456
standard,BCwave_b1n1s-5,1.0,1,-5,192.0,0.06007164192053153
standard,BCwave_b1n1s-5,1.0,1,-5,193.0,0.06277560891069078
standard,BCwave_b1n1s-5,1.0,1,-5,194.0,0.0656084436805471
standard,BCwave_b1n1s-5,1.0,1,-5,195.0,0.06856931758709016
standard,BCwave_b1n1s-5,1.0,1,-5,196.0,0.07166368261952755
standard,BCwave_b1n1s-5,1.0,1,-5,197.0,0.07489828297317587
standard,BCwave_b1n1s-5,1.0,1,-5,198.0,0.07827819095277387
standard,BCwave_b1n1s-5,1.0,1,-5,199.0,0.0818111996542019
standard,BCwave_b1n1s-5,1.0,1,-5,200.0,0.08550484987118556
standard,BCwave_b1n1s-5,1.0,1,-5,201.0,0.08936777271584712
standard,BCwave_b1n1s-5,1.0,1,-5,202.0,0.0934074530876138
standard,BCwave_b1n1s-5,1.0,1,-5,203.0,0.09762935063229913
standard,BCwave_b1n1s-5,1.0,1,-5,204.0,0.10203891049500725
standard,BCwave_b1n1s-5,1.0,1,-5,205.0,0.10664469975717256
standard,BCwave_b1n1s-5,1.0,1,-5,206.0,0.11145836289267591
standard,BCwave_b1n1s-5,1.0,1,-5,207.0,0.11649118837835709
standard,BCwave_b1n1s-5,1.0,1,-5,208.0,0.12175283346657179
standard,BCwave_b1n1s-5,1.0,1,-5,209.0,0.12724918763496298
standard,BCwave_b1n1s-5,1.0,1,-5,210.0,0.1329844154220122
standard,BCwave_b1n1s-5,1.0,1,-5,211.0,0.1389705700812283
standard,BCwave_b1n1s-5,1.0,1,-5,212.0,0.1452214343714703
standard,BCwave_b1n1s-5,1.0,1,-5,213.0,0.1517459914097538
standard,BCwave_b1n1s-5,1.0,1,-5,214.0,0.15855367114939142
standard,BCwave_b1n1s-5,1.0,1,-5,215.0,0.16566114509066432
standard,BCwave_b1n1s-5,1.0,1,-5,216.0,0.17308444393638553
standard,BCwave_b1n1s-5,1.0,1,-5,217.0,0.1808304685062404
standard,BCwave_b1n1s-5,1.0,1,-5,218.0,0.18891313017125516
standard,BCwave_b1n1s-5,1.0,1,-5,219.0,0.19735128004725097
standard,BCwave_b1n1s-5,1.0,1,-5,220.0,0.2061528598503477
standard,BCwave_b1n1s-5,1.0,1,-5,221.0,0.21532850122237898
standard,BCwave_b1n1s-5,1.0,1,-5,222.0,0.22488874460617483
standard,BCwave_b1n1s-5,1.0,1,-5,223.0,0.23484795147188053
standard,BCwave_b1n1s-5,1.0,1,-5,224.0,0.24523410894366565
standard,BCwave_b1n1s-5,1.0,1,-5,225.0,0.2560616026118647
standard,BCwave_b1n1s-5,1.0,1,-5,226.0,0.2673314256146767
standard,BCwave_b1n1s-5,1.0,1,-5,227.0,0.27906098143570623
standard,BCwave_b1n1s-5,1.0,1,-5,228.0,0.29127100130156197
standard,BCwave_b1n1s-5,1.0,1,-5,229.0,0.30398349690395615
standard,BCwave_b1n1s-5,1.0,1,-5,230.0,0.3172305594524556
standard,BCwave_b1n1s-5,1.0,1,-5,231.0,0.3310397546558865
standard,BCwave_b1n1s-5,1.0,1,-5,232.0,0.34541605601345043
standard,BCwave_b1n1s-5,1.0,1,-5,233.0,0.3603666022936824
standard,BCwave_b1n1s-5,1.0,1,-5,234.0,0.3759056638512357
standard,BCwave_b1n1s-5,1.0,1,-5,235.0,0.39204776137239244
standard,BCwave_b1n1s-5,1.0,1,-5,236.0,0.40880704821569425
standard,BCwave_b1n1s-5,1.0,1,-5,237.0,0.4262084855040613
standard,BCwave_b1n1s-5,1.0,1,-5,238.0,0.4442668691151659
standard,BCwave_b1n1s-5,1.0,1,-5,239.0,0.46299901157479995
standard,BCwave_b1n1s-5,1.0,1,-5,240.0,0.4824289598805738
standard,BCwave_b1n1s-5,1.0,1,-5,241.0,0.5025858974545688
standard,BCwave_b1n1s-5,1.0,1,-5,242.0,0.5235161826391519
standard,BCwave_b1n1s-5,1.0,1,-5,243.0,0.5452306718104308
standard,BCwave_b1n1s-5,1.0,1,-5,244.0,0.5677745976055377
standard,BCwave_b1n1s-5,1.0,1,-5,245.0,0.5911556818236058
standard,BCwave_b1n1s-5,1.0,1,-5,246.0,0.6153203675971766
standard,BCwave_b1n1s-5,1.0,1,-5,247.0,0.6403057105790602
standard,BCwave_b1n1s-5,1.0,1,-5,248.0,0.6660971829236499
standard,BCwave_b1n1s-5,1.0,1,-5,249.0,0.6927030095939563
standard,BCwave_b1n1s-5,1.0,1,-5,250.0,0.7202033238788714
standard,BCwave_b1n1s-5,1.0,1,-5,251.0,0.7485870340442631
standard,BCwave_b1n1s-5,1.0,1,-5,252.0,0.7779150458364734
standard,BCwave_b1n1s-5,1.0,1,-5,253.0,0.8082005829834271
standard,BCwave_b1n1s-5,1.0,1,-5,254.0,0.8393705095906872
standard,BCwave_b1n1s-5,1.0,1,-5,255.0,0.8715570656109888
standard,BCwave_b1n1s-5,1.0,1,-5,256.0,0.9047069309219085
standard,BCwave_b1n1s-5,1.0,1,-5,257.0,0.9388019958445707
standard,BCwave_b1n1s-5,1.0,1,-5,258.0,0.9739114376944171
standard,BCwave_b1n1s-5,1.0,1,-5,259.0,1.0099009703819941
standard,BCwave_b1n1s-5,1.0,1,-5,260.0,1.0468506109876183
standard,BCwave_b1n1s-5,1.0,1,-5,261.0,1.0848816677629949
standard,BCwave_b1n1s-5,1.0,1,-5,262.0,1.1238272393503885
standard,BCwave_b1n1s-5,1.0,1,-5,263.0,1.1637737715838212
standard,BCwave_b1n1s-5,1.0,1,-5,264.0,1.2047302015745558
standard,BCwave_b1n1s-5,1.0,1,-5,265.0,1.246577420704525
standard,BCwave_b1n1s-5,1.0,1,-5,266.0,1.289438303957618
standard,BCwave_b1n1s-5,1.0,1,-5,267.0,1.3332901136408317
standard,BCwave_b1n1s-5,1.0,1,-5,268.0,1.3780239067874174
standard,BCwave_b1n1s-5,1.0,1,-5,269.0,1.4238115706923937
standard,BCwave_b1n1s-5,1.0,1,-5,270.0,1.4703782039797881
standard,BCwave_b1n1s-5,1.0,1,-5,271.0,1.517710235905926
standard,BCwave_b1n1s-5,1.0,1,-5,272.0,1.5660349661087545
standard,BCwave_b1n1s-5,1.0,1,-5,273.0,1.6153497980122937
standard,BCwave_b1n1s-5,1.0,1,-5,274.0,1.6653705728299426
standard,BCwave_b1n1s-5,1.0,1,-5,275.0,1.7160727758677488
standard,BCwave_b1n1s-5,1.0,1,-5,276.0,1.767526550942299
standard,BCwave_b1n1s-5,1.0,1,-5,277.0,1.8196996430985228
standard,BCwave_b1n1s-5,1.0,1,-5,278.0,1.8728614860567057
standard,BCwave_b1n1s-5,1.0,1,-5,279.0,1.9267180820346548
standard,BCwave_b1n1s-5,1.0,1,-5,280.0,1.9812112625961842
standard,BCwave_b1n1s-5,1.0,1,-5,281.0,2.0362438500149014
standard,BCwave_b1n1s-5,1.0,1,-5,282.0,2.0917449057639668
standard,BCwave_b1n1s-5,1.0,1,-5,283.0,2.147708288041109
standard,BCwave_b1n1s-5,1.0,1,-5,284.0,2.204502995776037
standard,BCwave_b1n1s-5,1.0,1,-5,285.0,2.261901091411556
standard,BCwave_b1n1s-5,1.0,1,-5,286.0,2.3196641038058763
standard,BCwave_b1n1s-5,1.0,1,-5,287.0,2.378005519868512
standard,BCwave_b1n1s-5,1.0,1,-5,288.0,2.43659185248432
standard,BCwave_b1n1s-5,1.0,1,-5,289.0,2.495485021062431
standard,BCwave_b1n1s-5,1.0,1,-5,290.0,2.5547688766932684
standard,BCwave_b1n1s-5,1.0,1,-5,291.0,2.6145762004891617
standard,BCwave_b1n1s-5,1.0,1,-5,292.0,2.674403709859675
standard,BCwave_b1n1s-5,1.0,1,-5,293.0,2.734635829384999
standard,BCwave_b1n1s-5,1.0,1,-5,294.0,2.79515999931656
standard,BCwave_b1n1s-5,1.0,1,-5,295.0,2.855305351945929
standard,BCwave_b1n1s-5,1.0,1,-5,296.0,2.915728404596092
standard,BCwave_b1n1s-5,1.0,1,-5,297.0,2.9760898749252003
standard,BCwave_b1n1s-5,1.0,1,-5,298.0,3.036494334540892
standard,BCwave_b1n1s-5,1.0,1,-5,299.0,3.097101524822098
standard,BCwave_b1n1s-5,1.0,1,-5,300.0,3.157598664136341
standard,BCwave_b1n1s-5,1.0,1,-5,301.0,3.217942403477869
standard,BCwave_b1n1s-5,1.0,1,-5,302.0,3.2784554996852475
standard,BCwave_b1n1s-5,1.0,1,-5,303.0,3.3385985044587425
standard,BCwave_b1n1s-5,1.0,1,-5,304.0,3.3983301873351106
standard,BCwave_b1n1s-5,1.0,1,-5,305.0,3.4584405357510906
standard,BCwave_b1n1s-5,1.0,1,-5,306.0,3.5187239056690367
standard,BCwave_b1n1s-5,1.0,1,-5,307.0,3.578462761242999
standard,BCwave_b1n1s-5,1.0,1,-5,308.0,3.638273385822993
standard,BCwave_b1n1s-5,1.0,1,-5,309.0,3.69785713483295
standard,BCwave_b1n1s-5,1.0,1,-5,310.0,3.7569589856390095
standard,BCwave_b1n1s-5,1.0,1,-5,311.0,3.8162283842056626
standard,BCwave_b1n1s-5,1.0,1,-5,312.0,3.8757081162263116
standard,BCwave_b1n1s-5,1.0,1,-5,313.0,3.9350588908373485
standard,BCwave_b1n1s-5,1.0,1,-5,314.0,3.9946668771946925
standard,BCwave_b1n1s-5,1.0,1,-5,315.0,4.054150828994727
standard,BCwave_b1n1s-5,1.0,1,-5,316.0,4.11375185030991
standard,BCwave_b1n1s-5,1.0,1,-5,317.0,4.17351781723644
standard,BCwave_b1n1s-5,1.0,1,-5,318.0,4.232987122792066
standard,BCwave_b1n1s-5,1.0,1,-5,319.0,4.292567843967048
standard,BCwave_b1n1s-5,1.0,1,-5,320.0,4.351914171468126
standard,BCwave_b1n1s-5,1.0,1,-5,321.0,4.411656131129818
standard,BCwave_b1n1s-5,1.0,1,-5,322.0,4.471340832396768
standard,BCwave_b1n1s-5,1.0,1,-5,323.0,4.531245711765876
standard,BCwave_b1n1s-5,1.0,1,-5,324.0,4.591821786100415
standard,BCwave_b1n1s-5,1.0,1,-5,325.0,4.653287184113857
standard,BCwave_b1n1s-5,1.0,1,-5,326.0,4.715219977805097
standard,BCwave_b1n1s-5,1.0,1,-5,327.0,4.777116008212016
standard,BCwave_b1n1s-5,1.0,1,-5,328.0,4.839155950660016
standard,BCwave_b1n1s-5,1.0,1,-5,329.0,4.9020118220953695
standard,BCwave_b1n1s-5,1.0,1,-5,330.0,4.965630874338454
standard,BCwave_b1n1s-5,1.0,1,-5,331.0,5.029925778372618
standard,BCwave_b1n1s-5,1.0,1,-5,332.0,5.095204546234105
standard,BCwave_b1n1s-5,1.0,1,-5,333.0,5.161458279517867
standard,BCwave_b1n1s-5,1.0,1,-5,334.0,5.2279657337946945
standard,BCwave_b1n1s-5,1.0,1,-5,335.0,5.294915409385735
standard,BCwave_b1n1s-5,1.0,1,-5,336.0,5.362022057732604
standard,BCwave_b1n1s-5,1.0,1,-5,337.0,5.429566982650545
standard,BCwave_b1n1s-5,1.0,1,-5,338.0,5.4977216495328785
standard,BCwave_b1n1s-5,1.0,1,-5,339.0,5.566333536588344
standard,BCwave_b1n1s-5,1.0,1,-5,340.0,5.635422115355013
standard,BCwave_b1n1s-5,1.0,1,-5,341.0,5.704524910895277
standard,BCwave_b1n1s-5,1.0,1,-5,342.0,5.7745331517013065
standard,BCwave_b1n1s-5,1.0,1,-5,343.0,5.845099028718406
standard,BCwave_b1n1s-5,1.0,1,-5,344.0,5.915336854298329
standard,BCwave_b1n1s-5,1.0,1,-5,345.0,5.986064259742135
standard,BCwave_b1n1s-5,1.0,1,-5,346.0,6.057316955467394
standard,BCwave_b1n1s-5,1.0,1,-5,347.0,6.127999398243816
standard,BCwave_b1n1s-5,1.0,1,-5,348.0,6.199229785868744
standard,BCwave_b1n1s-5,1.0,1,-5,349.0,6.270744601208254
standard,BCwave_b1n1s-5,1.0,1,-5,350.0,6.3421567238105165
standard,BCwave_b1n1s-5,1.0,1,-5,351.0,6.414393266011331
standard,BCwave_b1n1s-5,1.0,1,-5,352.0,6.486411087884985
standard,BCwave_b1n1s-5,1.0,1,-5,353.0,6.558496594025937
standard,BCwave_b1n1s-5,1.0,1,-5,354.0,6.6299463764932725
standard,BCwave_b1n1s-5,1.0,1,-5,355.0,6.700538199198181
standard,BCwave_b1n1s-5,1.0,1,-5,356.0,6.7712085913610895
standard,BCwave_b1n1s-5,1.0,1,-5,357.0,6.8416299507807645
standard,BCwave_b1n1s-5,1.0,1,-5,358.0,6.912456740813742
standard,BCwave_b1n1s-5,1.0,1,-5,359.0,6.983410882748571
standard,BCwave_b1n1s-5,1.0,1,-5,360.0,7.053872721793743
standard,BCwave_b1n1,1.0,1,0,1.0,0.0008169796560321464
standard,BCwave_b1n1,1.0,1,0,2.0,0.0008128828908251896
standard,BCwave_b1n1,1.0,1,0,3.0,0.0007911248755265082
standard,BCwave_b1n1,1.0,1,0,4.0,0.0007678865150314952
standard,BCwave_b1n1,1.0,1,0,5.0,0.0007264647563432424
standard,BCwave_b1n1,1.0,1,0,6.0,0.0006927922085672754
standard,BCwave_b1n1,1.0,1,0,7.0,0.0006643511337078974
standard,BCwave_b1n1,1.0,1,0,8.0,0.0006429087601425033
standard,BCwave_b1n1,1.0,1,0,9.0,0.0006200982444951518
standard,BCwave_b1n1,1.0,1,0,10.0,0.0006005378073426251
standard,BCwave_b1n1,1.0,1,0,11.0,0.0005846411319248174
standard,BCwave_b1n1,1.0,1,0,12.0,0.0005700596347928807
