ensemble,case,b,n,s,time_h,eke_nh_area_mass_weighted_m2_s-2
standard,BCwave_b1n3s-10,1.0,3,-10,115.0,0.0015750023746919268
standard,BCwave_b1n3s-10,1.0,3,-10,116.0,0.0016243790064913784
standard,BCwave_b1n3s-10,1.0,3,-10,117.0,0.0016647437021658756
standard,BCwave_b1n3s-10,1.0,3,-10,118.0,0.0016992719524065217
standard,BCwave_b1n3s-10,1.0,3,-10,119.0,0.0017404605066518894
standard,BCwave_b1n3s-10,1.0,3,-10,120.0,0.0017890838427689496
standard,BCwave_b1n3s-10,1.0,3,-10,121.0,0.001838464064058401
standard,BCwave_b1n3s-10,1.0,3,-10,122.0,0.0018884806447811218
standard,BCwave_b1n3s-10,1.0,3,-10,123.0,0.0019427243868415708
standard,BCwave_b1n3s-10,1.0,3,-10,124.0,0.001998795840351264
standard,BCwave_b1n3s-10,1.0,3,-10,125.0,0.002049668684297782
standard,BCwave_b1n3s-10,1.0,3,-10,126.0,0.002102009749265261
standard,BCwave_b1n3s-10,1.0,3,-10,127.0,0.0021586702353022062
standard,BCwave_b1n3s-10,1.0,3,-10,128.0,0.0022203856203257097
standard,BCwave_b1n3s-10,1.0,3,-10,129.0,0.0022868764376876866
standard,BCwave_b1n3s-10,1.0,3,-10,130.0,0.002356613326212355
standard,BCwave_b1n3s-10,1.0,3,-10,131.0,0.0024311766676706
standard,BCwave_b1n3s-10,1.0,3,-10,132.0,0.002506502356131989
standard,BCwave_b1n3s-10,1.0,3,-10,133.0,0.0025795823245898237
standard,BCwave_b1n3s-10,1.0,3,-10,134.0,0.0026537149843620725
standard,BCwave_b1n3s-10,1.0,3,-10,135.0,0.002728337088030302
standard,BCwave_b1n3s-10,1.0,3,-10,136.0,0.0028071730000564514
standard,BCwave_b1n3s-10,1.0,3,-10,137.0,0.0028974148301295684
standard,BCwave_b1n3s-10,1.0,3,-10,138.0,0.00299393952111493
standard,BCwave_b1n3s-10,1.0,3,-10,139.0,0.003089793949453463
standard,BCwave_b1n3s-10,1.0,3,-10,140.0,0.0031887073243751095
standard,BCwave_b1n3s-10,1.0,3,-10,141.0,0.003291110431069108
standard,BCwave_b1n3s-10,1.0,3,-10,142.0,0.003394316419940105
standard,BCwave_b1n3s-10,1.0,3,-10,143.0,0.0034997325465631482
standard,BCwave_b1n3s-10,1.0,3,-10,144.0,0.003607588666637862
standard,BCwave_b1n3s-10,1.0,3,-10,145.0,0.0037150484927064202
standard,BCwave_b1n3s-10,1.0,3,-10,146.0,0.0038400469559250233
standard,BCwave_b1n3s-10,1.0,3,-10,147.0,0.003976916570298076
standard,BCwave_b1n3s-10,1.0,3,-10,148.0,0.0041060273216511475
standard,BCwave_b1n3s-10,1.0,3,-10,149.0,0.004237334276054893
standard,BCwave_b1n3s-10,1.0,3,-10,150.0,0.00438289870516521
standard,BCwave_b1n3s-10,1.0,3,-10,151.0,0.004532028988785692
standard,BCwave_b1n3s-10,1.0,3,-10,152.0,0.004680781350537261
standard,BCwave_b1n3s-10,1.0,3,-10,153.0,0.004835482529264831
standard,BCwave_b1n3s-10,1.0,3,-10,154.0,0.004993018499044484
standard,BCwave_b1n3s-10,1.0,3,-10,155.0,0.005154593094354166
standard,BCwave_b1n3s-10,1.0,3,-10,156.0,0.005329645025213374
standard,BCwave_b1n3s-10,1.0,3,-10,157.0,0.005515118414903425
standard,BCwave_b1n3s-10,1.0,3,-10,158.0,0.005701744202415785
standard,BCwave_b1n3s-10,1.0,3,-10,159.0,0.005892831009546891
standard,BCwave_b1n3s-10,1.0,3,-10,160.0,0.006095485027980701
standard,BCwave_b1n3s-10,1.0,3,-10,161.0,0.006310160042834579
standard,BCwave_b1n3s-10,1.0,3,-10,162.0,0.00653018148322366
standard,BCwave_b1n3s-10,1.0,3,-10,163.0,0.0067548822285554465
standard,BCwave_b1n3s-10,1.0,3,-10,164.0,0.00698862010784438
standard,BCwave_b1n3s-10,1.0,3,-10,165.0,0.007233018383629913
standard,BCwave_b1n3s-10,1.0,3,-10,166.0,0.007487528024053658
standard,BCwave_b1n3s-10,1.0,3,-10,167.0,0.007750499948815122
standard,BCwave_b1n3s-10,1.0,3,-10,168.0,0.008022494213755805
standard,BCwave_b1n3s-10,1.0,3,-10,169.0,0.008304630412700425
standard,BCwave_b1n3s-10,1.0,3,-10,170.0,0.008597949159401196
standard,BCwave_b1n3s-10,1.0,3,-10,171.0,0.008905424037170559
standard,BCwave_b1n3s-10,1.0,3,-10,172.0,0.009223064115051178
standard,BCwave_b1n3s-10,1.0,3,-10,173.0,0.009548457672960744
standard,BCwave_b1n3s-10,1.0,3,-10,174.0,0.009887751464009168
standard,BCwave_b1n3s-10,1.0,3,-10,175.0,0.010243838886655563
standard,BCwave_b1n3s-10,1.0,3,-10,176.0,0.010613802512672289
standard,BCwave_b1n3s-10,1.0,3,-10,177.0,0.010995550940754016
standard,BCwave_b1n3s-10,1.0,3,-10,178.0,0.011391982759105244
standard,BCwave_b1n3s-10,1.0,3,-10,179.0,0.011805325672339382
standard,BCwave_b1n3s-10,1.0,3,-10,180.0,0.012230867062013295
standard,BCwave_b1n3s-10,1.0,3,-10,181.0,0.012672155157367948
standard,BCwave_b1n3s-10,1.0,3,-10,182.0,0.01312928100602735
standard,BCwave_b1n3s-10,1.0,3,-10,183.0,0.013601860790888622
standard,BCwave_b1n3s-10,1.0,3,-10,184.0,0.014100046823576289
standard,BCwave_b1n3s-10,1.0,3,-10,185.0,0.014620135721018708
standard,BCwave_b1n3s-10,1.0,3,-10,186.0,0.01515442473477134
standard,BCwave_b1n3s-10,1.0,3,-10,187.0,0.015709858471446635
standard,BCwave_b1n3s-10,1.0,3,-10,188.0,0.016285524784484404
standard,BCwave_b1n3s-10,1.0,3,-10,189.0,0.016878410676676267
standard,BCwave_b1n3s-10,1.0,3,-10,190.0,0.01749804217588327
standard,BCwave_b1n3s-10,1.0,3,-10,191.0,0.018144391539084058
standard,BCwave_b1n3s-10,1.0,3,-10,192.0,0.01881209638568426
standard,BCwave_b1n3s-10,1.0,3,-10,193.0,0.019506343871225323
standard,BCwave_b1n3s-10,1.0,3,-10,194.0,0.020230836797007174
standard,BCwave_b1n3s-10,1.0,3,-10,195.0,0.020981846114695512
standard,BCwave_b1n3s-10,1.0,3,-10,196.0,0.021759369553391673
standard,BCwave_b1n3s-10,1.0,3,-10,197.0,0.022565191186350527
standard,BCwave_b1n3s-10,1.0,3,-10,198.0,0.02339889517341323
standard,BCwave_b1n3s-10,1.0,3,-10,199.0,0.024261402607134854
standard,BCwave_b1n3s-10,1.0,3,-10,200.0,0.02515671190455436
standard,BCwave_b1n3s-10,1.0,3,-10,201.0,0.026089246477095648
standard,BCwave_b1n3s-10,1.0,3,-10,202.0,0.02706129764139234
standard,BCwave_b1n3s-10,1.0,3,-10,203.0,0.028072262271364647
standard,BCwave_b1n3s-10,1.0,3,-10,204.0,0.02912030385352919
standard,BCwave_b1n3s-10,1.0,3,-10,205.0,0.03020580118010483
standard,BCwave_b1n3s-10,1.0,3,-10,206.0,0.03132920611892534
standard,BCwave_b1n3s-10,1.0,3,-10,207.0,0.03249105967115308
standard,BCwave_b1n3s-10,1.0,3,-10,208.0,0.033696856553190636
standard,BCwave_b1n3s-10,1.0,3,-10,209.0,0.034950540245385374
standard,BCwave_b1n3s-10,1.0,3,-10,210.0,0.036252113077435914
standard,BCwave_b1n3s-10,1.0,3,-10,211.0,0.037603192808963536
standard,BCwave_b1n3s-10,1.0,3,-10,212.0,0.03900608237945904
standard,BCwave_b1n3s-10,1.0,3,-10,213.0,0.040460543464660895
standard,BCwave_b1n3s-10,1.0,3,-10,214.0,0.041966672901318995
standard,BCwave_b1n3s-10,1.0,3,-10,215.0,0.04352720445629116
standard,BCwave_b1n3s-10,1.0,3,-10,216.0,0.04514886009078402
standard,BCwave_b1n3s-10,1.0,3,-10,217.0,0.04682935471014757
standard,BCwave_b1n3s-10,1.0,3,-10,218.0,0.04856820381587902
standard,BCwave_b1n3s-10,1.0,3,-10,219.0,0.05037482048227038
standard,BCwave_b1n3s-10,1.0,3,-10,220.0,0.05225037030579294
standard,BCwave_b1n3s-10,1.0,3,-10,221.0,0.054192060391020966
standard,BCwave_b1n3s-10,1.0,3,-10,222.0,0.05620068576993614
standard,BCwave_b1n3s-10,1.0,3,-10,223.0,0.05827815685331597
standard,BCwave_b1n3s-10,1.0,3,-10,224.0,0.060436433986627534
standard,BCwave_b1n3s-10,1.0,3,-10,225.0,0.06267867056306424
standard,BCwave_b1n3s-10,1.0,3,-10,226.0,0.06499420751081143
standard,BCwave_b1n3s-10,1.0,3,-10,227.0,0.06738438833044624
standard,BCwave_b1n3s-10,1.0,3,-10,228.0,0.06985867023783364
standard,BCwave_b1n3s-10,1.0,3,-10,229.0,0.07242207173711859
standard,BCwave_b1n3s-10,1.0,3,-10,230.0,0.07507794355648036
standard,BCwave_b1n3s-10,1.0,3,-10,231.0,0.07783172921657373
standard,BCwave_b1n3s-10,1.0,3,-10,232.0,0.08068422970140329
standard,BCwave_b1n3s-10,1.0,3,-10,233.0,0.08363649933385887
standard,BCwave_b1n3s-10,1.0,3,-10,234.0,0.08669157019942243
standard,BCwave_b1n3s-10,1.0,3,-10,235.0,0.08985366095738538
standard,BCwave_b1n3s-10,1.0,3,-10,236.0,0.09312403866165767
standard,BCwave_b1n3s-10,1.0,3,-10,237.0,0.0965035133997977
standard,BCwave_b1n3s-10,1.0,3,-10,238.0,0.09999670376606591
standard,BCwave_b1n3s-10,1.0,3,-10,239.0,0.10360760081281184
standard,BCwave_b1n3s-10,1.0,3,-10,240.0,0.10733931669138023
standard,BCwave_b1n3s-10,1.0,3,-10,241.0,0.11119311781426262
standard,BCwave_b1n3s-10,1.0,3,-10,242.0,0.11517279971036834
standard,BCwave_b1n3s-10,1.0,3,-10,243.0,0.11928729151173723
standard,BCwave_b1n3s-10,1.0,3,-10,244.0,0.12354422152644942
standard,BCwave_b1n3s-10,1.0,3,-10,245.0,0.12794445566934282
standard,BCwave_b1n3s-10,1.0,3,-10,246.0,0.1324861480637748
standard,BCwave_b1n3s-10,1.0,3,-10,247.0,0.13717011528894058
standard,BCwave_b1n3s-10,1.0,3,-10,248.0,0.14199947548625136
standard,BCwave_b1n3s-10,1.0,3,-10,249.0,0.14697659203683155
standard,BCwave_b1n3s-10,1.0,3,-10,250.0,0.15210295678954058
standard,BCwave_b1n3s-10,1.0,3,-10,251.0,0.1573839034214707
standard,BCwave_b1n3s-10,1.0,3,-10,252.0,0.16282616371267908
standard,BCwave_b1n3s-10,1.0,3,-10,253.0,0.1684336194655074
standard,BCwave_b1n3s-10,1.0,3,-10,254.0,0.17421158110680562
standard,BCwave_b1n3s-10,1.0,3,-10,255.0,0.1801643834345009
standard,BCwave_b1n3s-10,1.0,3,-10,256.0,0.18629331976874514
standard,BCwave_b1n3s-10,1.0,3,-10,257.0,0.19260399693457417
standard,BCwave_b1n3s-10,1.0,3,-10,258.0,0.19908967455411658
standard,BCwave_b1n3s-10,1.0,3,-10,259.0,0.2057439907252134
standard,BCwave_b1n3s-10,1.0,3,-10,260.0,0.2125764144098526
standard,BCwave_b1n3s-10,1.0,3,-10,261.0,0.21960070210660726
standard,BCwave_b1n3s-10,1.0,3,-10,262.0,0.2268213899761971
standard,BCwave_b1n3s-10,1.0,3,-10,263.0,0.2342325711296125
standard,BCwave_b1n3s-10,1.0,3,-10,264.0,0.2418415613561533
standard,BCwave_b1n3s-10,1.0,3,-10,265.0,0.24964994041013308
standard,BCwave_b1n3s-10,1.0,3,-10,266.0,0.25765903633968074
standard,BCwave_b1n3s-10,1.0,3,-10,267.0,0.2658746705813323
standard,BCwave_b1n3s-10,1.0,3,-10,268.0,0.27431012432191215
standard,BCwave_b1n3s-10,1.0,3,-10,269.0,0.2829601580003912
standard,BCwave_b1n3s-10,1.0,3,-10,270.0,0.2918194481569724
standard,BCwave_b1n3s-10,1.0,3,-10,271.0,0.3008921325364924
standard,BCwave_b1n3s-10,1.0,3,-10,272.0,0.3101785440307192
standard,BCwave_b1n3s-10,1.0,3,-10,273.0,0.31968228654218656
standard,BCwave_b1n3s-10,1.0,3,-10,274.0,0.3294181445878251
standard,BCwave_b1n3s-10,1.0,3,-10,275.0,0.33937226562383926
standard,BCwave_b1n3s-10,1.0,3,-10,276.0,0.3495512854966455
standard,BCwave_b1n3s-10,1.0,3,-10,277.0,0.359954174630158
standard,BCwave_b1n3s-10,1.0,3,-10,278.0,0.37058030186495616
standard,BCwave_b1n3s-10,1.0,3,-10,279.0,0.3814540400955322
standard,BCwave_b1n3s-10,1.0,3,-10,280.0,0.3925770505090046
standard,BCwave_b1n3s-10,1.0,3,-10,281.0,0.40393462520742074
standard,BCwave_b1n3s-10,1.0,3,-10,282.0,0.41555690448580257
standard,BCwave_b1n3s-10,1.0,3,-10,283.0,0.427431744268773
standard,BCwave_b1n3s-10,1.0,3,-10,284.0,0.4395140465402331
standard,BCwave_b1n3s-10,1.0,3,-10,285.0,0.45181992686569816
standard,BCwave_b1n3s-10,1.0,3,-10,286.0,0.4643585540779693
standard,BCwave_b1n3s-10,1.0,3,-10,287.0,0.4771385589566306
standard,BCwave_b1n3s-10,1.0,3,-10,288.0,0.4901616954090613
standard,BCwave_b1n3s-10,1.0,3,-10,289.0,0.5034019176696202
standard,BCwave_b1n3s-10,1.0,3,-10,290.0,0.5168685756096059
standard,BCwave_b1n3s-10,1.0,3,-10,291.0,0.5305899324336099
standard,BCwave_b1n3s-10,1.0,3,-10,292.0,0.5445144723697033
standard,BCwave_b1n3s-10,1.0,3,-10,293.0,0.558649706080632
standard,BCwave_b1n3s-10,1.0,3,-10,294.0,0.5730013528660338
standard,BCwave_b1n3s-10,1.0,3,-10,295.0,0.587609775141155
standard,BCwave_b1n3s-10,1.0,3,-10,296.0,0.6025146190043639
standard,BCwave_b1n3s-10,1.0,3,-10,297.0,0.6176519823890799
standard,BCwave_b1n3s-10,1.0,3,-10,298.0,0.6329659609462843
standard,BCwave_b1n3s-10,1.0,3,-10,299.0,0.6484850425196941
standard,BCwave_b1n3s-10,1.0,3,-10,300.0,0.664155533183728
standard,BCwave_b1n3s-10,1.0,3,-10,301.0,0.6799612821827178
standard,BCwave_b1n3s-10,1.0,3,-10,302.0,0.6960204702620593
standard,BCwave_b1n3s-10,1.0,3,-10,303.0,0.7124295251507471
standard,BCwave_b1n3s-10,1.0,3,-10,304.0,0.7291456385792131
standard,BCwave_b1n3s-10,1.0,3,-10,305.0,0.746057789009319
standard,BCwave_b1n3s-10,1.0,3,-10,306.0,0.7632098875025277
standard,BCwave_b1n3s-10,1.0,3,-10,307.0,0.780586838149282
standard,BCwave_b1n3s-10,1.0,3,-10,308.0,0.7981823073149856
standard,BCwave_b1n3s-10,1.0,3,-10,309.0,0.8159073449818487
standard,BCwave_b1n3s-10,1.0,3,-10,310.0,0.8338104153379481
standard,BCwave_b1n3s-10,1.0,3,-10,311.0,0.8518878683787446
standard,BCwave_b1n3s-10,1.0,3,-10,312.0,0.8701958023338422
standard,BCwave_b1n3s-10,1.0,3,-10,313.0,0.8888013512063165
standard,BCwave_b1n3s-10,1.0,3,-10,314.0,0.9076629409848818
standard,BCwave_b1n3s-10,1.0,3,-10,315.0,0.9266777510459651
standard,BCwave_b1n3s-10,1.0,3,-10,316.0,0.9459775107735867
standard,BCwave_b1n3s-10,1.0,3,-10,317.0,0.9653489795652133
standard,BCwave_b1n3s-10,1.0,3,-10,318.0,0.9847885595443211
standard,BCwave_b1n3s-10,1.0,3,-10,319.0,1.0044388837040394
standard,BCwave_b1n3s-10,1.0,3,-10,320.0,1.0243737020351638
standard,BCwave_b1n3s-10,1.0,3,-10,321.0,1.0445139653726305
standard,BCwave_b1n3s-10,1.0,3,-10,322.0,1.0647914817863449
standard,BCwave_b1n3s-10,1.0,3,-10,323.0,1.0852981829098054
standard,BCwave_b1n3s-10,1.0,3,-10,324.0,1.106040958049116
standard,BCwave_b1n3s-10,1.0,3,-10,325.0,1.1269035777433307
standard,BCwave_b1n3s-10,1.0,3,-10,326.0,1.147979212846769
standard,BCwave_b1n3s-10,1.0,3,-10,327.0,1.1691682050416747
standard,BCwave_b1n3s-10,1.0,3,-10,328.0,1.1904470600623307
standard,BCwave_b1n3s-10,1.0,3,-10,329.0,1.211830277321138
standard,BCwave_b1n3s-10,1.0,3,-10,330.0,1.23329281225661
standard,BCwave_b1n3s-10,1.0,3,-10,331.0,1.2549003619181338
standard,BCwave_b1n3s-10,1.0,3,-10,332.0,1.2766158942732984
standard,BCwave_b1n3s-10,1.0,3,-10,333.0,1.2984808764838547
standard,BCwave_b1n3s-10,1.0,3,-10,334.0,1.3204987146046787
standard,BCwave_b1n3s-10,1.0,3,-10,335.0,1.3425590172399353
standard,BCwave_b1n3s-10,1.0,3,-10,336.0,1.3647382736944622
standard,BCwave_b1n3s-10,1.0,3,-10,337.0,1.38697951085581
standard,BCwave_b1n3s-10,1.0,3,-10,338.0,1.4092515329602928
standard,BCwave_b1n3s-10,1.0,3,-10,339.0,1.4314472795600752
standard,BCwave_b1n3s-10,1.0,3,-10,340.0,1.4536230648121067
standard,BCwave_b1n3s-10,1.0,3,-10,341.0,1.4758746143237607
standard,BCwave_b1n3s-10,1.0,3,-10,342.0,1.4981481959597935
standard,BCwave_b1n3s-10,1.0,3,-10,343.0,1.5203491434598793
standard,BCwave_b1n3s-10,1.0,3,-10,344.0,1.542482168647175
standard,BCwave_b1n3s-10,1.0,3,-10,345.0,1.5646991340993515
standard,BCwave_b1n3s-10,1.0,3,-10,346.0,1.5869158718714964
standard,BCwave_b1n3s-10,1.0,3,-10,347.0,1.6091041575109208
standard,BCwave_b1n3s-10,1.0,3,-10,348.0,1.631227923559474
standard,BCwave_b1n3s-10,1.0,3,-10,349.0,1.653218228417514
standard,BCwave_b1n3s-10,1.0,3,-10,350.0,1.6750865456997395
standard,BCwave_b1n3s-10,1.0,3,-10,351.0,1.6968227062636987
standard,BCwave_b1n3s-10,1.0,3,-10,352.0,1.7184969125488272
standard,BCwave_b1n3s-10,1.0,3,-10,353.0,1.7401053824209338
standard,BCwave_b1n3s-10,1.0,3,-10,354.0,1.761563964402484
standard,BCwave_b1n3s-10,1.0,3,-10,355.0,1.7829747051240323
standard,BCwave_b1n3s-10,1.0,3,-10,356.0,1.8042832396598394
standard,BCwave_b1n3s-10,1.0,3,-10,357.0,1.8255098769491416
standard,BCwave_b1n3s-10,1.0,3,-10,358.0,1.8466060288015875
standard,BCwave_b1n3s-10,1.0,3,-10,359.0,1.867495946219527
standard,BCwave_b1n3s-10,1.0,3,-10,360.0,1.888239007749613
standard,BCwave_b1n3s-5,1.0,3,-5,1.0,0.0008284381407994792
standard,BCwave_b1n3s-5,1.0,3,-5,2.0,0.0008277352623741617
standard,BCwave_b1n3s-5,1.0,3,-5,3.0,0.0008062669248513911
standard,BCwave_b1n3s-5,1.0,3,-5,4.0,0.0007673860301220853
standard,BCwave_b1n3s-5,1.0,3,-5,5.0,0.0007252445112768016
standard,BCwave_b1n3s-5,1.0,3,-5,6.0,0.0006949781334548676
standard,BCwave_b1n3s-5,1.0,3,-5,7.0,0.0006691449762257802
standard,BCwave_b1n3s-5,1.0,3,-5,8.0,0.0006504278404475083
standard,BCwave_b1n3s-5,1.0,3,-5,9.0,0.0006320332566191196
standard,BCwave_b1n3s-5,1.0,3,-5,10.0,0.0006154638614891461
standard,BCwave_b1n3s-5,1.0,3,-5,11.0,0.000600330104744963
standard,BCwave_b1n3s-5,1.0,3,-5,12.0,0.0005850157271259056
standard,BCwave_b1n3s-5,1.0,3,-5,13.0,0.0005727107981770922
standard,BCwave_b1n3s-5,1.0,3,-5,14.0,0.0005630100059814285
standard,BCwave_b1n3s-5,1.0,3,-5,15.0,0.0005560562277536781
standard,BCwave_b1n3s-5,1.0,3,-5,16.0,0.0005535479852903847
standard,BCwave_b1n3s-5,1.0,3,-5,17.0,0.0005522335373874525
standard,BCwave_b1n3s-5,1.0,3,-5,18.0,0.0005537623367277955
standard,BCwave_b1n3s-5,1.0,3,-5,19.0,0.0005563640563938488
standard,BCwave_b1n3s-5,1.0,3,-5,20.0,0.0005588623284018146
standard,BCwave_b1n3s-5,1.0,3,-5,21.0,0.0005629940307100137
standard,BCwave_b1n3s-5,1.0,3,-5,22.0,0.0005722093313454766
standard,BCwave_b1n3s-5,1.0,3,-5,23.0,0.0005897502881580877
standard,BCwave_b1n3s-5,1.0,3,-5,24.0,0.0006048243467575052
standard,BCwave_b1n3s-5,1.0,3,-5,25.0,0.000616150539991418
standard,BCwave_b1n3s-5,1.0,3,-5,26.0,0.0006288283102848343
standard,BCwave_b1n3s-5,1.0,3,-5,27.0,0.0006400101863376149
standard,BCwave_b1n3s-5,1.0,3,-5,28.0,0.0006484973317594112
standard,BCwave_b1n3s-5,1.0,3,-5,29.0,0.0006520783449283724
standard,BCwave_b1n3s-5,1.0,3,-5,30.0,0.0006540410008132768
standard,BCwave_b1n3s-5,1.0,3,-5,31.0,0.0006564345941418105
standard,BCwave_b1n3s-5,1.0,3,-5,32.0,0.0006593844849231442
standard,BCwave_b1n3s-5,1.0,3,-5,33.0,0.0006601777628152739
standard,BCwave_b1n3s-5,1.0,3,-5,34.0,0.0006609005954665368
standard,BCwave_b1n3s-5,1.0,3,-5,35.0,0.0006840205857362087
standard,BCwave_b1n3s-5,1.0,3,-5,36.0,0.0006112833103196521
standard,BCwave_b1n3s-5,1.0,3,-5,37.0,0.0007059268117489335
standard,BCwave_b1n3s-5,1.0,3,-5,38.0,0.0006686992361103722
standard,BCwave_b1n3s-5,1.0,3,-5,39.0,0.0006439710135794504
standard,BCwave_b1n3s-5,1.0,3,-5,40.0,0.0006491310813639468
standard,BCwave_b1n3s-5,1.0,3,-5,41.0,0.0006535004867058359
standard,BCwave_b1n3s-5,1.0,3,-5,42.0,0.0006481427927361146
standard,BCwave_b1n3s-5,1.0,3,-5,43.0,0.0006430905394156185
standard,BCwave_b1n3s-5,1.0,3,-5,44.0,0.0006436195589100153
standard,BCwave_b1n3s-5,1.0,3,-5,45.0,0.0006499686189341263
standard,BCwave_b1n3s-5,1.0,3,-5,46.0,0.0006546117470843646
standard,BCwave_b1n3s-5,1.0,3,-5,47.0,0.0006561714466667168
standard,BCwave_b1n3s-5,1.0,3,-5,48.0,0.000654560092833753
standard,BCwave_b1n3s-5,1.0,3,-5,49.0,0.0006533224795720923
standard,BCwave_b1n3s-5,1.0,3,-5,50.0,0.0006564253608800046
standard,BCwave_b1n3s-5,1.0,3,-5,51.0,0.000663204098636846
standard,BCwave_b1n3s-5,1.0,3,-5,52.0,0.0006709357689579808
standard,BCwave_b1n3s-5,1.0,3,-5,53.0,0.0006742922949965326
standard,BCwave_b1n3s-5,1.0,3,-5,54.0,0.000676879989461465
standard,BCwave_b1n3s-5,1.0,3,-5,55.0,0.0006830919025879154
standard,BCwave_b1n3s-5,1.0,3,-5,56.0,0.0006919798375347818
standard,BCwave_b1n3s-5,1.0,3,-5,57.0,0.000704325962635508
standard,BCwave_b1n3s-5,1.0,3,-5,58.0,0.0007204641604510053
standard,BCwave_b1n3s-5,1.0,3,-5,59.0,0.000733510895428913
standard,BCwave_b1n3s-5,1.0,3,-5,60.0,0.0007397602932108089
standard,BCwave_b1n3s-5,1.0,3,-5,61.0,0.0007425876522130542
standard,BCwave_b1n3s-5,1.0,3,-5,62.0,0.0007478726828509801
standard,BCwave_b1n3s-5,1.0,3,-5,63.0,0.0007595029275353542
standard,BCwave_b1n3s-5,1.0,3,-5,64.0,0.0007742362981196338
standard,BCwave_b1n3s-5,1.0,3,-5,65.0,0.0007855185859733661
standard,BCwave_b1n3s-5,1.0,3,-5,66.0,0.0007942973792178286
standard,BCwave_b1n3s-5,1.0,3,-5,67.0,0.0008040327077963911
standard,BCwave_b1n3s-5,1.0,3,-5,68.0,0.0008092775176011242
standard,BCwave_b1n3s-5,1.0,3,-5,69.0,0.000811324128269927
standard,BCwave_b1n3s-5,1.0,3,-5,70.0,0.0008276976309294571
standard,BCwave_b1n3s-5,1.0,3,-5,71.0,0.000833960391707009
standard,BCwave_b1n3s-5,1.0,3,-5,72.0,0.0008591411879658059
standard,BCwave_b1n3s-5,1.0,3,-5,73.0,0.0008651240167533284
standard,BCwave_b1n3s-5,1.0,3,-5,74.0,0.0008987237722638883
standard,BCwave_b1n3s-5,1.0,3,-5,75.0,0.0008943284602236283
standard,BCwave_b1n3s-5,1.0,3,-5,76.0,0.0008900799056673112
standard,BCwave_b1n3s-5,1.0,3,-5,77.0,0.0009112071343603763
standard,BCwave_b1n3s-5,1.0,3,-5,78.0,0.0009380459091197266
standard,BCwave_b1n3s-5,1.0,3,-5,79.0,0.000952162983575707
standard,BCwave_b1n3s-5,1.0,3,-5,80.0,0.00095609079348942
standard,BCwave_b1n3s-5,1.0,3,-5,81.0,0.0009639101070404616
standard,BCwave_b1n3s-5,1.0,3,-5,82.0,0.0009813137114977148
standard,BCwave_b1n3s-5,1.0,3,-5,83.0,0.0010027207574439814
standard,BCwave_b1n3s-5,1.0,3,-5,84.0,0.0010237061278603485
standard,BCwave_b1n3s-5,1.0,3,-5,85.0,0.001044461268248783
standard,BCwave_b1n3s-5,1.0,3,-5,86.0,0.0010678410049710975
standard,BCwave_b1n3s-5,1.0,3,-5,87.0,0.0010929530713025516
standard,BCwave_b1n3s-5,1.0,3,-5,88.0,0.001114550569143614
standard,BCwave_b1n3s-5,1.0,3,-5,89.0,0.0011332055259392316
standard,BCwave_b1n3s-5,1.0,3,-5,90.0,0.0011551949005878866
standard,BCwave_b1n3s-5,1.0,3,-5,91.0,0.0011858342522594876
standard,BCwave_b1n3s-5,1.0,3,-5,92.0,0.0012190143605344127
standard,BCwave_b1n3s-5,1.0,3,-5,93.0,0.0012466206534243113
standard,BCwave_b1n3s-5,1.0,3,-5,94.0,0.0012692303147480697
standard,BCwave_b1n3s-5,1.0,3,-5,95.0,0.0012945205953240624
standard,BCwave_b1n3s-5,1.0,3,-5,96.0,0.0013244813252909812
standard,BCwave_b1n3s-5,1.0,3,-5,97.0,0.0013593329777050341
standard,BCwave_b1n3s-5,1.0,3,-5,98.0,0.0013967513362968067
standard,BCwave_b1n3s-5,1.0,3,-5,99.0,0.0014332048660903255
standard,BCwave_b1n3s-5,1.0,3,-5,100.0,0.0014708702583751923
standard,BCwave_b1n3s-5,1.0,3,-5,101.0,0.0015083511791011814
standard,BCwave_b1n3s-5,1.0,3,-5,102.0,0.0015424929759289205
standard,BCwave_b1n3s-5,1.0,3,-5,103.0,0.0015813554429787362
standard,BCwave_b1n3s-5,1.0,3,-5,104.0,0.001628534427104
standard,BCwave_b1n3s-5,1.0,3,-5,105.0,0.0016738328639036009
standard,BCwave_b1n3s-5,1.0,3,-5,106.0,0.0017144877995930114
standard,BCwave_b1n3s-5,1.0,3,-5,107.0,0.0017613295159908363
standard,BCwave_b1n3s-5,1.0,3,-5,108.0,0.001807609831647827
standard,BCwave_b1n3s-5,1.0,3,-5,109.0,0.0018630825819071577
standard,BCwave_b1n3s-5,1.0,3,-5,110.0,0.001914470921233899
standard,BCwave_b1n3s-5,1.0,3,-5,111.0,0.001971440107046476
standard,BCwave_b1n3s-5,1.0,3,-5,112.0,0.0020293839960451596
standard,BCwave_b1n3s-5,1.0,3,-5,113.0,0.0020877069158613593
standard,BCwave_b1n3s-5,1.0,3,-5,114.0,0.002147321454479074
standard,BCwave_b1n3s-5,1.0,3,-5,115.0,0.0022172046275760605
standard,BCwave_b1n3s-5,1.0,3,-5,116.0,0.0022963244878403412
standard,BCwave_b1n3s-5,1.0,3,-5,117.0,0.0023674611884101555
standard,BCwave_b1n3s-5,1.0,3,-5,118.0,0.0024312681223570783
